pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,nacttors,ninacttors,PDB
5.4000,72.4602,1066.6489,5.5526,9.1883,6.6201,5.0000,4.0000,1f8b
5.4000,48.3391,587.8524,4.6499,0.9410,9.7314,1.0000,3.0000,2jdm
5.5800,137.6720,1896.0830,4.1241,50.2743,5.1634,7.0000,0.0000,3su5
5.6000,85.4279,1202.3374,5.0871,45.1676,4.4519,7.0000,3.0000,2wca
5.6400,129.8901,1682.9431,7.0879,47.2388,10.3406,5.0000,3.0000,3n86
5.6600,107.5318,1806.4067,7.3677,31.8893,5.1318,13.0000,0.0000,2x97
5.7000,53.0405,745.6574,4.3403,25.2819,4.7060,2.0000,1.0000,1n1m
5.7700,74.4350,794.6492,3.0380,7.3312,2.9682,1.0000,1.0000,1o5b
5.7900,109.7742,1467.4646,2.3174,17.1112,0.3567,6.0000,0.0000,2y5h
5.8500,72.4625,1052.8066,4.2525,15.6913,2.3229,5.0000,0.0000,3ehy
5.8500,65.7161,1193.6825,7.1837,46.9324,0.7231,1.0000,2.0000,4des
5.9100,104.8070,1204.5577,1.7903,68.1384,0.0000,2.0000,3.0000,3ebp
5.9600,68.1155,1330.7119,2.4742,44.0656,0.8433,2.0000,0.0000,1q8u
5.9600,92.1171,1194.4664,4.8789,19.0189,5.4156,3.0000,0.0000,4de1
5.9900,120.3724,1353.4907,2.9431,84.2611,1.0000,5.0000,0.0000,3huc
6.0000,75.0323,949.8129,4.7269,0.0000,6.4471,3.0000,5.0000,3l4w
6.0100,80.2482,806.8887,5.9793,6.2010,9.4138,1.0000,4.0000,2vl4
6.0200,137.6835,1891.7914,4.8772,12.2391,7.8809,7.0000,4.0000,3coy
6.0200,88.9814,1052.9608,5.1043,34.8599,5.9337,3.0000,1.0000,3f3c
6.0300,98.7018,1659.1204,4.8963,62.9997,4.1177,12.0000,1.0000,1os0
6.0700,62.1923,1115.8988,0.6728,55.4279,0.6268,0.0000,1.0000,3owj
6.0800,129.6780,2066.6084,7.4889,58.1686,7.8522,12.0000,2.0000,3bkk
6.1700,94.5313,1549.0652,2.5564,35.7063,2.9600,4.0000,2.0000,1yc1
6.2400,82.4085,940.2333,3.3504,44.1141,2.3515,1.0000,1.0000,1hnn
6.2400,56.8681,707.0480,4.1843,19.5216,4.7096,0.0000,1.0000,3vh9
6.2700,83.3734,845.9297,6.0476,5.0686,8.1803,3.0000,1.0000,3bfu
6.2800,121.5979,1421.7815,8.4526,0.0000,14.2981,7.0000,9.0000,1w3l
6.3000,77.3330,1437.9934,0.8242,55.8811,0.0000,6.0000,0.0000,3k5v
6.3300,90.7335,1352.1091,3.8553,36.4457,4.6250,8.0000,0.0000,2qbr
6.3900,70.2406,1139.7866,4.2704,0.0000,8.6402,4.0000,2.0000,1lol
6.4000,111.8976,1374.5138,5.2593,35.4061,7.0350,13.0000,1.0000,10gs
6.4200,85.1333,904.1433,8.6394,0.0000,10.9828,1.0000,5.0000,2j78
6.4600,90.3245,801.7684,5.3639,22.8494,6.2334,0.0000,2.0000,1r5y
6.5000,52.6861,682.5302,2.4534,18.7648,1.5941,1.0000,1.0000,2weg
6.5200,98.9535,1512.3868,4.7058,53.7068,4.8760,6.0000,0.0000,3uo4
6.5400,103.1301,1119.5837,3.4636,54.3266,2.1781,5.0000,0.0000,3jvs
6.6300,68.7792,1311.1832,1.1701,55.7541,1.0000,7.0000,1.0000,2yfe
6.6400,126.4793,1699.1934,7.0245,56.7830,5.6548,14.0000,0.0000,1sln
6.6800,62.3250,1259.5673,1.7551,28.3367,1.5492,0.0000,2.0000,2iwx
6.7200,51.8063,652.8679,5.5620,1.0000,10.9835,1.0000,3.0000,2jdu
6.7200,97.6643,1427.8438,4.1834,58.5832,4.1651,4.0000,1.0000,4djv
6.8000,110.0114,1894.8789,7.2168,48.8509,5.8173,12.0000,2.0000,2xhm
6.8300,86.0459,1571.6360,2.7749,34.0552,2.4361,4.0000,0.0000,2xnb
6.8500,95.4076,1325.1816,6.0859,35.3055,10.5502,12.0000,0.0000,3s8o
6.8700,88.0334,1640.7028,3.8849,90.7115,3.7662,10.0000,0.0000,2zcr
6.8800,150.9190,1787.3947,9.3193,25.8616,11.0666,7.0000,4.0000,3oe5
6.9000,99.9889,1164.3586,5.5349,18.0802,8.3957,4.0000,1.0000,3gbb
6.9200,82.3279,1231.8048,2.9847,70.5567,2.7874,5.0000,0.0000,2d3u
6.9200,55.2713,1017.7612,0.7531,102.2329,0.0000,16.0000,0.0000,3uex
7.0000,54.5877,1148.1350,10.0523,27.6904,0.7029,1.0000,4.0000,4dew
7.1200,149.3487,2561.8467,10.8046,5.4513,16.4159,12.0000,16.0000,1xd0
7.1200,101.9596,1874.4138,3.4468,57.9998,3.0741,6.0000,1.0000,1z95
7.1400,124.4377,1425.7808,9.2886,18.6142,8.4571,4.0000,4.0000,2vot
7.2400,103.0967,1621.4814,2.9901,40.8506,4.1520,4.0000,1.0000,1oyt
7.2500,78.5259,1372.4095,6.9411,42.0800,2.0000,5.0000,1.0000,2ole
7.2500,117.6212,1849.4379,4.0958,62.1398,3.8784,6.0000,0.0000,3gcs
7.2800,108.4398,1221.6223,4.9582,56.2492,5.7527,10.0000,0.0000,1kel
7.3000,92.9709,1165.5858,5.2551,12.6517,5.3615,3.0000,3.0000,2vvn
7.3200,59.6196,859.9880,5.8955,0.3532,8.2341,4.0000,2.0000,3kv2
7.3200,132.3584,2282.5657,4.8764,87.9904,6.9050,13.0000,1.0000,3pww
7.3500,153.0202,1932.1533,4.0166,56.1947,5.3742,8.0000,0.0000,3su2
7.4000,73.6597,1050.8469,6.3992,8.5748,8.3119,5.0000,4.0000,1f8c
7.4200,83.6957,1380.0022,2.4178,55.4364,0.9897,0.0000,1.0000,2xys
7.5200,77.8010,1215.7399,5.6364,0.0000,6.9525,8.0000,9.0000,3l4u
7.5900,112.3422,1556.1581,7.7105,45.2279,9.6203,4.0000,3.0000,2xb8
7.7000,103.6950,1735.5889,6.2348,51.1741,8.1979,18.0000,2.0000,2d1o
7.7000,67.6345,1277.3379,2.6989,33.4595,1.5261,0.0000,4.0000,2zjw
7.7000,65.7902,711.6774,3.8195,28.4658,6.1119,3.0000,1.0000,3f3e
7.7700,87.0427,1023.6299,1.8998,42.3853,2.0923,2.0000,1.0000,2g70
7.7900,75.9293,816.6307,6.6587,11.9198,9.0039,1.0000,4.0000,2zwz
7.8000,106.4754,1921.2786,4.3310,4.3479,5.4742,14.0000,1.0000,1u1b
7.8900,83.9567,804.6635,5.6895,22.4026,9.7755,3.0000,1.0000,4g8m
7.9600,100.5019,1201.6874,5.4563,11.5962,6.5393,3.0000,2.0000,1o3f
7.9600,63.9199,783.1029,4.8239,16.3468,2.5254,3.0000,1.0000,2x8z
8.0000,152.0657,2425.3992,4.2410,85.7632,4.8975,13.0000,1.0000,3cyx
8.0200,113.1482,1389.9321,7.9826,21.8948,9.0928,4.0000,4.0000,2cet
8.0500,122.1752,2130.3108,5.2249,19.4541,7.7615,32.0000,4.0000,3ag9
8.1100,156.0826,1699.5319,13.3755,23.5321,21.1726,9.0000,1.0000,2pq9
8.1800,115.1464,2010.2720,7.8113,51.8852,7.7210,15.0000,1.0000,3l3n
8.2500,110.8168,1896.4025,4.0753,63.8517,4.4186,3.0000,1.0000,1nvq
8.2700,87.5756,1258.5494,6.0798,17.7006,7.7073,5.0000,3.0000,2cbj
8.3000,90.4088,1693.0051,2.7925,39.8642,3.2270,6.0000,0.0000,2v7a
8.3500,132.4084,2005.0228,3.0526,112.5265,2.9168,15.0000,0.0000,1h23
8.4000,116.3967,1788.0842,4.2578,37.8807,4.3057,9.0000,0.0000,2qbp
8.4000,131.5776,2090.3555,4.9800,66.5240,3.2124,8.0000,1.0000,3b68
8.4300,174.8537,1800.4973,3.9771,66.4809,1.6850,7.0000,0.0000,2xbv
8.5200,101.4426,1596.7245,3.4945,30.1233,3.0526,6.0000,0.0000,2fvd
8.5200,87.4883,1564.4714,3.4065,38.6187,4.1899,3.0000,2.0000,2vw5
8.5700,114.2368,1331.3567,9.5851,21.7525,10.8997,4.0000,3.0000,3ejr
8.6300,96.6588,1268.7922,5.2540,36.4651,2.9842,5.0000,0.0000,3f17
8.6600,84.2911,1252.0869,5.4306,28.9851,2.9112,3.0000,1.0000,3nox
8.7000,195.7583,2865.9055,6.3751,140.1179,4.2120,18.0000,0.0000,1hfs
8.7000,157.7730,1836.3835,14.4785,61.7038,18.0587,19.0000,1.0000,1jyq
8.7000,94.5419,1208.4292,3.3520,75.2180,0.6690,2.0000,0.0000,2pcp
8.7000,148.1169,1508.9559,6.9275,37.1830,8.2865,6.0000,1.0000,3ge7
8.7400,95.8670,1763.3081,3.2936,58.3161,1.9676,4.0000,0.0000,2wtv
8.8200,92.8422,1408.8551,5.1724,59.1117,6.1319,8.0000,0.0000,2zcq
8.8500,122.9956,1553.4562,5.3126,79.1748,2.6370,4.0000,1.0000,2obf
8.8500,129.5508,2091.9817,3.7210,84.3265,3.4140,5.0000,0.0000,3e93
9.0000,117.7789,2278.4368,2.9255,64.8699,1.3322,9.0000,0.0000,2p4y
9.0000,59.5570,862.9139,2.4755,13.3229,1.8064,3.0000,1.0000,3dd0
9.0000,171.9799,2169.5740,11.3353,41.8823,11.4796,6.0000,4.0000,3nw9
9.0000,130.2822,2532.1294,3.9428,44.9425,5.2505,28.0000,1.0000,3uri
9.1000,128.1799,2005.5160,3.6930,43.8367,3.9152,5.0000,1.0000,3gnw
9.1300,146.9914,1917.3999,3.8724,54.6547,5.1144,7.0000,0.0000,3su3
9.1900,164.1378,2785.2195,8.7450,85.6683,5.7904,17.0000,1.0000,2xy9
9.2100,103.1769,1434.6224,3.8121,8.7722,4.3930,6.0000,2.0000,1sqa
9.3000,126.4993,1410.2758,7.7762,12.1912,12.5338,5.0000,2.0000,3fv1
9.4600,142.9525,2056.5027,4.4730,107.0872,3.9378,2.0000,0.0000,2yki
9.5200,95.3762,1580.4581,2.5787,47.3270,2.5472,2.0000,1.0000,3g0w
9.7600,106.3519,1369.2740,2.5617,66.5521,2.8346,3.0000,0.0000,3pe2
9.8900,126.4666,1345.5151,2.1968,89.2305,0.0000,1.0000,1.0000,1e66
10.0000,74.5640,1420.5359,1.5416,57.0500,0.1026,3.0000,4.0000,1igj
10.1700,131.3903,1876.8173,7.5116,54.3477,8.1816,14.0000,0.0000,4tmn
10.6000,111.7760,1359.0559,7.1974,20.4133,8.8760,4.0000,3.0000,2zx6
10.7000,96.3332,1453.8269,4.2498,12.0608,2.2477,8.0000,1.0000,3myg
10.7700,213.7347,2612.3638,8.5609,85.8010,7.3753,16.0000,1.0000,4gid
10.9200,166.8791,2048.2839,3.8048,48.6693,4.6908,13.0000,1.0000,3utu
11.0600,92.1975,1493.3484,8.4304,5.5288,12.8725,4.0000,3.0000,1lor
11.1500,157.1898,1710.1948,2.9386,24.7638,1.4317,7.0000,0.0000,1mq6
11.3300,96.3350,1742.9323,2.0281,96.7167,0.0000,1.0000,1.0000,2x00
11.3400,118.7268,1745.9060,6.3373,64.6818,6.7786,6.0000,3.0000,2j62
11.5200,114.3186,2078.5679,7.8424,50.5188,5.0637,14.0000,1.0000,4djr
