pbindaff,nha,mwt,PDB
3.15,14,203.188,1e6q
3.22,13,192.176,1e6s
3.10,13,194.124,1ec9
3.00,13,192.124,1ecq
4.85,16,333.032,1ecv
8.22,20,267.284,1efy
5.70,9,153.006,1egh
11.06,22,338.168,1eix
5.62,25,342.464,1ejn
6.66,36,507.572,1elc
6.70,33,475.392,1eld
6.85,29,427.352,1ele
4.96,45,659.676,1elr
6.96,46,661.75,1ent
7.96,46,653.762,1epo
8.10,24,327.494,1erb
2.26,8,137.006,1ew8
3.22,6,126.074,1ew9
6.33,48,757.286,1ex8
5.10,45,668.592,1ez9
9.05,34,460.566,1ezq
7.66,31,453.552,1f0r
7.74,29,427.516,1f0s
6.00,30,446.54,1f0t
7.16,34,460.566,1f0u
1.91,9,131.174,1f2o
1.90,12,165.188,1f2p
6.70,14,192.184,1f3e
5.59,20,293.314,1f4x
5.64,7,121.166,1f57
5.28,15,230.652,1f5l
5.00,60,893.69,1f8a
1.28,12,176.124,1f9g
7.37,28,492.004,1fao
7.15,45,638.744,1fch
8.52,29,385.46,1fcy
7.27,24,327.468,1fdq
6.82,21,302.284,1fhd
6.59,61,837.976,1fiv
4.59,14,210.292,1fj4
9.96,38,526.502,1fjs
9.40,57,804.002,1fkf
8.00,33,449.57,1fkg
8.15,33,455.618,1fkh
5.05,18,252.236,1fkw
6.80,23,308.344,1fl3
9.00,41,546.6,1fm9
5.59,70,982.08,1fo0
7.00,35,503.692,1fpc
8.40,62,840.048,1fq5
5.93,26,356.26,1fv0
3.70,40,608.552,1fwu
3.72,40,608.552,1fwv
7.70,68,956.096,1fzm
7.89,68,949.072,1fzo
7.62,28,440.186,1fzq
9.44,21,308.334,1g1d
7.96,45,631.736,1g2k
7.24,39,526.616,1g2l
10.55,19,267.27,1g2o
6.85,39,526.616,1g30
6.11,32,424.528,1g32
8.14,47,662.744,1g35
7.17,32,424.528,1g36
5.74,17,235.244,1g3b
5.80,17,235.244,1g3c
5.55,17,235.244,1g3d
5.38,17,235.244,1g3e
8.64,21,308.334,1g45
8.80,22,326.326,1g46
8.41,22,326.326,1g48
8.70,25,380.302,1g4j
8.25,20,290.342,1g4o
9.54,22,326.326,1g52
9.04,22,326.326,1g53
8.82,25,380.302,1g54
6.60,43,596.602,1g7g
6.40,25,408.168,1g7v
5.48,9,130.224,1g85
5.70,15,243.084,1g98
5.70,36,566.278,1g9r
1.80,22,326.296,1ga8
8.00,20,301.186,1gaf
12.00,44,646.612,1gah
8.00,44,648.628,1gai
10.00,48,711.652,1gar
5.13,17,234.2,1gcz
4.35,19,254.276,1ghv
4.20,19,253.284,1ghw
8.10,19,254.276,1ghy
4.80,19,254.276,1ghz
5.47,19,253.284,1gi1
7.19,19,253.284,1gi4
6.22,19,252.292,1gi6
4.51,19,254.276,1gi7
5.05,19,253.284,1gi8
5.22,21,283.31,1gi9
4.07,26,362.826,1gj4
7.00,26,362.826,1gj6
7.89,26,362.826,1gj7
6.96,25,343.38,1gj8
5.42,19,256.282,1gja
6.35,25,329.376,1gjb
6.35,25,329.376,1gjc
5.22,22,430.642,1gjd
6.25,42,597.784,1gnm
5.68,42,597.784,1gnn
7.70,42,597.784,1gno
4.14,46,678.586,1gny
6.48,19,257.348,1gpn
3.72,13,189.1,1grp
6.00,15,193.238,1gt1
4.52,12,173.142,1gu1
6.96,46,661.75,1gvw
7.22,65,911.026,1gvx
2.57,23,342.296,1gwv
2.48,9,121.11,1gyx
3.64,13,181.138,1gyy
3.70,31,503.156,1gz3
3.70,31,503.156,1gz4
3.51,33,488.436,1gz9
3.49,23,342.296,1gzc
5.44,24,414.042,1h0a
8.22,31,439.39,1h1d
5.22,27,423.178,1h1h
4.92,18,247.306,1h1p
8.22,28,402.486,1h1s
9.10,34,468.672,1h22
7.89,52,801.444,1h2t
3.57,19,257.322,1h46
4.66,9,121.162,1h4w
5.30,35,551.342,1h6h
5.42,23,308.318,1h9z
6.37,42,587.794,1hbv
7.74,41,578.724,1heg
4.19,27,423.178,1hi3
4.04,27,424.186,1hi5
8.05,41,573.768,1hih
7.28,41,573.768,1hii
5.00,23,321.254,1hlk
6.55,20,283.46,1hmr
6.37,20,281.444,1hms
5.79,20,283.46,1hmt
6.00,15,193.238,1hn2
6.24,14,212.276,1hnn
8.55,55,769.83,1hos
6.70,19,266.262,1hp0
9.22,36,504.594,1hpo
9.22,47,638.788,1hps
9.22,35,505.63,1hpv
11.26,46,667.848,1hpx
3.00,9,133.174,1hqg
9.42,45,613.786,1hsh
7.96,44,591.712,1hvh
10.92,58,794.984,1hvi
11.40,57,778.984,1hvj
10.96,58,794.984,1hvk
9.95,58,794.984,1hvl
9.51,46,606.734,1hvr
10.30,58,794.984,1hvs
8.33,30,406.51,1hwr
9.92,49,670.84,1hxb
10.82,50,720.954,1hxw
4.07,11,178.076,1hyo
6.34,32,456.48,1i00
8.52,49,677.828,1i5r
6.40,22,303.348,1i7z
6.41,10,135.13,1i80
8.48,21,308.334,1i9l
8.48,22,326.326,1i9m
8.66,22,326.326,1i9n
8.42,23,344.318,1i9o
8.41,23,344.318,1i9p
8.41,23,344.318,1i9q
2.22,28,414.484,1icj
9.64,26,371.458,1if8
6.40,14,307.106,1igb
10.00,37,520.642,1igj
6.62,10,146.124,1ii5
2.89,11,183.032,1iih
7.48,51,702.84,1iiq
7.41,10,169.032,1ik4
3.40,25,352.498,1ikt
3.52,60,862.05,1imx
6.19,16,243.268,1iy7
7.70,50,687.822,1izh
6.59,50,687.822,1izi
6.47,18,263.246,1j01
4.49,9,121.162,1j14
7.72,45,624.706,1j4r
5.57,14,204.228,1jak
5.92,22,323.418,1jao
5.15,25,408.168,1jcx
6.62,65,908.034,1jd5
7.25,24,347.464,1jet
6.82,28,404.492,1jeu
6.89,33,462.594,1jev
2.05,25,402.488,1jfh
8.70,20,272.372,1jgl
3.33,32,519.156,1jlr
5.77,20,306.168,1jmf
6.07,20,306.168,1jmg
6.06,20,306.168,1jmi
4.09,33,487.558,1jn2
4.95,42,635.384,1jn4
4.62,20,336.08,1joc
6.00,40,565.664,1jq8
6.44,28,399.95,1jqe
4.92,33,471.462,1jqy
3.40,14,216.282,1jt1
7.85,34,493.614,1jwt
8.70,53,776.556,1jyq
6.60,35,499.604,1jzs
6.58,36,508.594,1k1i
7.55,37,523.628,1k1j
6.90,33,467.592,1k1l
7.40,36,508.62,1k1m
6.82,42,601.722,1k1n
3.22,44,645.604,1k1y
8.38,31,439.582,1k21
8.40,31,430.526,1k22
5.11,18,264.358,1k4h
5.82,30,462.216,1kav
5.52,10,165.016,1kc7
9.05,21,290.43,1kdk
7.28,23,344.256,1kel
6.06,40,588.464,1kjr
5.20,23,322.324,1kll
5.10,14,186.2,1kmy
6.70,16,257.094,1koj
5.80,31,426.658,1kpm
9.40,33,447.506,1ksn
5.92,27,376.37,1kyv
10.39,41,575.716,1kzk
8.92,49,697.116,1kzn
8.10,11,153.11,1l6m
3.40,6,78.108,1l83
7.85,12,175.22,1laf
6.30,11,155.162,1lag
7.52,9,133.174,1lah
7.85,23,349.228,1lbf
7.74,39,531.678,1lee
7.52,39,531.678,1lf2
12.00,44,645.604,1lf9
6.10,15,220.642,1lgt
4.00,8,111.118,1lgw
4.04,7,94.108,1li2
4.25,8,128.55,1li3
3.80,6,81.116,1li6
7.52,28,390.502,1lke
6.85,46,669.552,1lkk
5.81,42,613.448,1lkl
8.70,27,374.502,1lnm
11.06,22,338.168,1lor
5.52,19,255.322,1lox
7.09,41,547.686,1lpg
7.55,32,427.5,1lpk
7.60,32,466.374,1lpz
6.82,14,185.192,1lrh
5.64,43,665.48,1lrt
11.42,48,684.886,1lyb
4.54,9,153.006,1lyx
8.39,50,686.814,1lzq
2.31,24,378.208,1m0o
7.57,39,536.766,1m13
4.66,10,166.116,1m1b
6.11,21,285.206,1m2p
6.46,20,270.24,1m2r
4.15,14,216.282,1m2x
5.09,33,447.548,1m48
9.52,66,933.038,1m4h
4.27,13,212.092,1m5w
5.10,16,258.118,1m6p
6.23,35,511.516,1m7d
5.40,56,819.796,1m7i
10.96,26,390.308,1m7y
3.40,31,503.156,1m83
6.92,24,362.198,1m9n
6.68,24,414.042,1mai
7.19,21,322.178,1me7
7.19,21,322.178,1me8
7.70,42,566.674,1mes
9.40,42,566.674,1met
6.10,42,566.674,1meu
5.04,33,486.462,1mfa
5.31,33,486.462,1mfd
5.59,13,181.138,1mfi
9.21,33,474.436,1mh5
7.35,53,738.924,1mhw
8.35,33,474.436,1mj7
8.74,33,474.436,1mjj
6.07,32,440.552,1mmp
7.52,33,456.578,1mmq
5.40,33,473.682,1mmr
3.46,16,258.144,1moq
9.00,34,537.884,1mq5
4.52,55,886.32,1mrn
3.96,22,336.194,1mrs
9.70,37,527.676,1mrw
7.26,37,527.676,1mrx
10.48,41,575.716,1msm
9.09,41,575.716,1msn
8.40,43,597.762,1mtr
8.38,31,432.412,1mu6
9.00,32,446.438,1mu8
8.64,32,467.836,1mue
5.70,12,171.262,1n1m
3.85,20,290.248,1n1t
8.89,19,264.288,1n3i
10.52,27,367.398,1n46
6.55,22,299.416,1n4h
10.05,24,414.042,1n4k
4.85,33,460.552,1n51
5.66,31,414.582,1n5r
6.03,14,265.22,1n8v
5.00,19,267.254,1nc3
5.92,25,370.498,1ndv
7.82,16,224.164,1nf8
7.74,30,463.99,1nfu
8.96,28,436.946,1nfw
8.52,33,505.018,1nfx
9.74,53,731.748,1nh0
5.55,20,305.186,1njc
5.57,20,306.168,1njd
2.10,34,500.592,1njj
7.82,38,543.462,1njs
5.96,39,531.552,1nl9
3.59,10,135.14,1nli
10.05,36,509.044,1nm6
4.41,25,333.288,1no6
6.80,25,339.478,1nq7
8.89,35,505.004,1nt1
4.00,10,143.226,1nu3
8.11,35,467.536,1nvr
7.82,30,393.39,1nvs
9.07,19,266.262,1nw4
5.21,27,399.464,1nw5
5.09,26,384.43,1nw7
2.39,31,468.588,1nwl
7.12,47,669.726,1nz7
5.30,27,423.178,1o0f
5.15,21,322.168,1o0m
4.09,21,322.168,1o0n
5.10,27,423.178,1o0o
6.12,25,328.384,1o2g
7.17,25,336.406,1o2h
6.92,24,325.388,1o2j
6.92,24,325.388,1o2k
6.09,26,363.818,1o2n
6.36,25,343.38,1o2o
7.68,26,370.848,1o2q
5.47,19,253.284,1o2s
5.85,28,446.232,1o2w
5.85,28,446.232,1o2x
6.11,35,473.458,1o2z
6.77,34,461.424,1o30
5.74,19,254.276,1o33
5.96,36,488.434,1o36
6.82,28,373.454,1o38
7.13,25,329.376,1o3d
7.30,21,345.21,1o3h
7.30,21,345.21,1o3i
6.77,21,346.202,1o3j
6.77,21,346.202,1o3k
4.49,25,401.138,1o7o
9.57,29,402.464,1o86
2.68,14,228.092,1o8b
5.60,46,674.602,1o9d
5.00,66,930.974,1oai
7.40,22,319.266,1oar
2.44,7,104.172,1oba
5.72,33,465.482,1obx
5.19,21,309.314,1ocq
5.10,18,263.246,1od8
4.10,20,283.254,1odj
8.10,58,794.974,1ody
5.52,20,306.328,1oe8
4.62,11,164.156,1ofz
5.19,43,623.634,1ogg
6.09,20,266.324,1ogx
8.70,40,567.78,1ohr
7.72,10,147.174,1oif
6.03,17,250.322,1okl
4.54,12,180.156,1oko
4.33,26,422.298,1olx
6.77,41,588.636,1ony
5.10,26,349.288,1onz
8.81,37,516.546,1ork
6.03,35,493.5,1os0
6.85,35,495.666,1os5
4.79,9,121.162,1oss
5.68,21,298.336,1ow4
8.20,28,373.47,1owd
6.20,22,290.338,1owe
7.40,24,320.39,1owh
6.96,39,526.616,1oyq
7.24,30,407.462,1oyt
7.70,57,811.62,1oz0
4.11,23,346.198,1p19
6.80,15,211.214,1p1n
5.76,13,189.136,1p1o
5.42,6,88.104,1p28
4.60,15,234.172,1pa9
5.15,7,105.096,1pb8
9.05,65,914.152,1pbk
3.70,9,153.006,1pdz
2.72,10,184.178,1pfu
5.70,17,273.11,1pgp
6.92,24,362.198,1pkx
9.40,27,377.438,1pme
5.49,10,148.276,1pot
6.16,37,522.646,1ppc
5.92,30,429.562,1pph
5.01,55,808.752,1ppi
7.66,35,518.6,1ppk
8.55,42,610.692,1ppl
5.30,19,268.236,1pr1
11.30,43,583.666,1pro
2.28,16,232.196,1ps3
3.10,12,164.2,1pu7
3.10,12,160.168,1pu8
9.82,22,337.186,1pvn
3.23,15,238.304,1px4
7.15,22,313.39,1pxn
6.66,23,325.442,1pxp
5.49,43,602.582,1pyn
4.22,23,331.276,1pzi
3.32,22,333.196,1pzo
3.31,23,305.35,1pzp
8.57,20,296.358,1q1g
5.85,16,339.97,1q54
5.85,20,288.346,1q63
5.46,20,293.402,1q65
5.77,22,313.406,1q66
11.05,50,661.86,1q84
5.96,22,320.436,1q8u
5.24,20,291.376,1q8w
4.15,28,408.296,1q91
7.57,16,251.088,1q95
4.48,26,384.43,1qan
5.12,15,204.226,1qaw
6.77,41,564.548,1qb1
6.06,29,399.402,1qb6
7.44,37,490.616,1qb9
5.85,32,431.406,1qbn
7.74,34,455.578,1qbo
8.30,20,300.32,1qbq
10.57,54,758.914,1qbr
9.47,42,566.674,1qbs
10.62,62,824.922,1qbt
10.24,43,596.738,1qbu
5.39,28,383.492,1qbv
5.27,37,515.686,1qca
7.38,35,491.576,1qf0
7.32,26,379.496,1qf1
5.92,29,411.494,1qf2
8.77,8,112.16,1qft
7.57,50,791.308,1qhc
2.35,23,342.296,1qi0
8.00,31,567.34,1qin
7.74,38,518.76,1qiw
4.85,52,741.806,1qji
5.92,30,433.588,1qka
7.35,26,375.516,1qkb
1.36,6,87.08,1qpb
2.06,9,149.218,1qq9
3.68,56,789.838,1qsc
5.05,37,517.502,1qxk
6.52,12,166.222,1qy1
5.74,11,152.196,1qy2
6.70,22,308.308,1qy5
8.00,35,467.468,1r0p
3.83,31,503.156,1r0x
8.92,29,417.408,1r1h
8.64,28,399.484,1r1j
4.05,20,306.328,1r4w
6.46,13,176.184,1r5y
7.40,41,607.434,1r6n
5.40,8,117.148,1r9l
12.72,21,351.072,1rbo
6.72,21,286.44,1rbp
7.74,34,478.568,1rd4
2.06,12,178.182,1rdi
1.66,11,164.156,1rdj
2.24,12,180.156,1rdl
1.84,15,221.21,1rdn
6.70,28,375.466,1rdt
8.30,27,370.396,1rej
6.70,41,560.628,1rek
4.31,23,345.216,1rgk
4.43,24,361.216,1rgl
5.80,32,535.226,1rle
6.46,20,275.338,1ro6
3.18,42,630.434,1ro7
8.52,27,437.29,1rp7
6.48,12,180.156,1rpj
2.75,6,107.114,1rql
4.10,50,714.838,1rzx
5.15,13,175.192,1s38
9.05,29,405.88,1s63
6.89,39,573.782,1sb1
7.74,39,534.686,1sbg
7.44,31,448.528,1sc8
9.27,45,613.786,1sdt
10.07,45,613.786,1sdu
8.74,45,613.786,1sdv
5.37,45,613.786,1sgu
5.80,24,361.216,1sgx
6.03,50,720.954,1sh9
8.08,41,578.724,1siv
6.57,53,772.922,1sld
6.17,60,877.036,1sle
6.64,35,483.59,1sln
9.40,22,300.424,1sqn
7.46,20,264.312,1sqo
6.20,24,349.438,1sqt
10.10,35,523.426,1sr7
5.30,19,255.248,1srg
6.08,20,269.274,1sri
6.00,7,121.166,1ssq
8.10,35,467.536,1stc
4.77,51,739.83,1str
5.00,59,845.974,1sts
7.30,10,143.184,1sw1
7.22,8,117.148,1sw2
7.36,16,243.31,1swg
6.92,16,243.31,1swr
5.44,17,239.234,1syi
4.54,36,557.308,1szd
8.64,49,668.654,1t31
7.42,49,668.654,1t32
7.68,27,395.904,1t4v
4.22,12,177.2,1t5f
6.03,49,683.692,1t7d
8.70,35,505.63,1t7j
8.52,34,497.424,1ta2
9.13,33,480.018,1ta6
6.02,39,534.686,1tcw
6.95,39,534.686,1tcx
5.15,33,493.464,1thz
8.00,26,421.306,1tkb
7.55,37,541.486,1tlp
2.93,8,114.208,1tng
3.37,9,126.152,1tnh
4.00,11,150.238,1tni
1.96,9,122.186,1tnj
1.49,10,136.212,1tnk
1.88,10,134.196,1tnl
3.22,11,149.162,1tog
8.30,28,388.548,1tom
6.19,28,440.186,1tq4
6.15,30,437.252,1tsl
4.05,13,186.202,1tuf
6.85,25,328.362,1tvo
4.60,13,198.158,1tx7
7.74,22,308.372,1txr
5.49,21,320.194,1tys
5.85,11,152.128,1u1w
4.22,23,345.216,1ua4
5.22,27,424.186,1ucn
9.30,33,474.59,1udt
2.89,6,87.096,1ugp
5.91,27,397.376,1ugx
9.22,34,489.624,1uho
7.06,8,112.092,1ui0
3.05,14,226.076,1uj5
3.05,14,228.092,1uj6
4.21,26,383.35,1ulg
6.55,57,849.882,1umw
7.70,16,242.668,1uou
4.60,9,130.084,1upf
5.77,39,556.526,1ur9
5.82,23,342.296,1urg
7.74,27,427.4,1usn
4.55,66,912.048,1utc
3.84,8,108.16,1utj
2.47,10,136.212,1utl
3.01,9,122.186,1utm
3.49,8,108.16,1utn
2.27,9,122.186,1uto
5.12,10,147.2,1uv6
7.64,27,384.476,1uvt
7.34,12,162.232,1uw6
6.82,16,236.26,1uwf
5.98,13,192.176,1uwu
3.00,20,296.27,1ux7
2.30,32,470.404,1uxa
2.15,32,470.404,1uxb
6.89,11,161.158,1uz1
3.40,11,161.158,1uz4
4.96,37,543.516,1uz8
5.10,18,265.262,1v0k
7.55,17,249.262,1v0l
3.98,26,422.298,1v11
4.82,13,191.134,1v1j
3.94,26,422.298,1v1m
3.25,9,121.162,1v2j
6.19,34,499.026,1v2k
4.29,9,121.162,1v2l
5.90,28,374.478,1v2n
4.13,30,433.51,1v2q
3.55,30,433.51,1v2r
4.17,9,121.162,1v2s
4.71,30,433.51,1v2t
3.37,9,121.162,1v2u
4.01,30,433.51,1v2w
7.55,40,568.672,1vj9
7.70,33,478.554,1vja
3.58,31,503.156,1vjc
3.54,31,503.156,1vjd
5.77,28,440.186,1vjj
4.85,27,423.178,1vkj
6.60,18,243.322,1vot
5.63,66,945.148,1vwl
5.82,52,758.87,1vwn
8.05,20,281.444,1vyf
8.00,22,303.448,1vyg
5.30,35,472.5,1vyq
6.42,32,455.556,1w0y
6.52,28,492.004,1w1d
7.68,33,567.09,1w1g
4.57,17,242.232,1w2g
6.32,10,149.148,1w3j
6.28,32,473.428,1w3l
5.22,21,322.168,1w4o
4.74,20,306.168,1w4p
5.26,21,324.16,1w4q
8.15,50,688.704,1w5v
8.80,52,724.688,1w5w
8.40,52,724.688,1w5x
8.48,52,724.688,1w5y
5.36,20,266.324,1w6y
5.10,34,509.612,1w7g
8.40,40,538.59,1w7x
0.49,10,141.21,1w8l
1.60,13,185.22,1w8m
8.41,37,520.642,1w96
4.00,31,520.234,1wc1
6.26,20,293.272,1wcq
6.30,10,146.15,1wdn
4.36,12,173.142,1we2
9.00,10,135.14,1wei
3.70,15,206.19,1wht
0.82,9,149.218,1wkm
6.30,16,223.276,1wm1
9.55,28,398.476,1ws1
3.00,13,194.182,1ws4
3.03,13,194.182,1ws5
4.46,29,479.126,1wvc
6.73,17,238.242,1wvj
8.77,20,276.288,1x38
9.22,22,305.332,1x39
2.21,11,162.14,1x8d
6.96,21,290.43,1x8j
6.12,25,400.12,1x8r
7.80,25,400.12,1x8t
3.96,24,372.392,1x9d
8.70,26,347.456,1xap
5.30,37,493.608,1xbb
6.04,31,424.374,1xbo
7.12,55,809.76,1xd0
4.82,10,146.124,1xff
4.68,11,157.11,1xge
4.85,21,327.326,1xgi
7.77,37,501.578,1xh9
6.18,15,213.23,1xhy
9.48,35,466.528,1xjd
6.00,54,828.488,1xk5
6.85,22,295.336,1xk9
6.88,29,389.47,1xka
8.52,40,581.058,1xkk
7.08,26,370.402,1xpz
6.34,27,449.294,1xq0
6.85,7,121.166,1xt8
10.22,23,650.956,1xzx
9.00,19,260.314,1y0l
3.08,8,115.132,1y1z
5.32,7,101.106,1y20
4.92,30,424.956,1y2f
4.08,26,343.386,1y2g
7.40,32,469.616,1y3g
5.55,24,350.232,1y3n
4.82,48,700.464,1y3p
10.11,20,295.376,1y6r
6.17,27,367.33,1yc1
6.55,20,270.292,1yc4
6.55,13,222.268,1yda
8.24,13,222.268,1ydb
7.07,13,222.268,1ydd
5.89,26,390.484,1ydk
5.52,20,292.384,1ydr
5.92,18,266.348,1yds
7.46,23,344.214,1yei
7.46,27,400.318,1yej
4.35,23,346.198,1yfz
5.00,31,503.156,1yid
2.96,11,153.11,1ykp
8.14,35,457.566,1yqj
7.62,23,346.382,1yqy
6.40,14,201.256,1yvm
8.40,40,573.744,1z1h
9.22,41,588.72,1z1r
3.94,23,342.296,1z3t
4.11,23,342.296,1z3v
4.52,16,258.118,1z4n
4.52,16,258.118,1z4o
9.72,38,528.48,1z6e
4.34,23,345.216,1z6s
9.18,33,499.336,1z71
4.30,29,430.382,1z95
5.64,17,252.312,1z9g
5.74,17,252.312,1zdp
5.34,32,439.474,1zgi
6.52,28,386.638,1zhy
6.25,21,288.372,1zky
7.15,15,479.802,1zog
7.00,17,488.786,1zoh
8.77,47,663.788,1zp8
8.40,51,720.884,1zpa
9.92,51,703.822,1zsf
9.82,51,703.822,1zsr
3.40,6,78.108,220l
1.01,8,118.166,2a31
4.52,15,204.226,2a4m
3.93,20,283.254,2a5b
4.62,19,267.254,2a5c
3.69,19,267.254,2a8g
2.22,11,164.156,2aac
13.00,19,268.236,2ada
5.70,27,399.464,2adm
7.74,12,159.192,2adu
4.77,11,153.188,2afw
5.15,12,158.2,2afx
6.20,26,354.416,2aj8
3.72,36,566.278,2am4
4.44,37,564.336,2amt
5.92,21,298.336,2ans
4.89,55,786.038,2aoc
5.66,55,786.038,2aod
7.62,59,834.078,2aoe
6.28,54,772.012,2aog
9.32,51,704.856,2aqu
8.13,21,289.364,2arm
5.70,54,772.012,2avm
8.85,45,613.786,2avo
4.39,54,772.012,2avq
7.57,45,613.786,2avs
9.26,45,613.786,2avv
6.43,37,558.656,2b07
4.77,8,117.148,2b4l
6.31,28,380.418,2bal
6.89,36,557.308,2bfq
5.25,27,424.186,2bfr
3.70,15,194.22,2bjm
5.62,21,318.22,2bmk
3.70,22,326.296,2bmz
4.61,13,189.1,2bo4
8.52,33,483.026,2boh
5.77,11,164.156,2boj
7.67,45,619.792,2bpv
7.40,51,727.34,2bpy
7.05,30,405.528,2bq7
8.05,43,588.69,2bqv
5.14,29,391.418,2br1
2.96,7,102.114,2br6
5.66,69,981.116,2bsu
6.19,12,178.182,2bt9
6.00,21,309.314,2bvd
8.55,49,682.79,2byr
9.52,25,337.446,2bys
2.80,8,108.16,2bza
5.40,24,322.34,2c1p
6.18,18,246.256,2c3j
5.07,18,234.26,2c3l
2.60,13,189.1,2c4v
5.33,26,390.484,2c80
5.68,31,466.344,2c92
6.82,32,486.328,2c94
6.14,18,296.6,2c97
