pbindaff,gauss1,gauss2,repulsion,hydrophobic,hydrogenbonding,nacttors,ninacttors,PDB
8.3700,136.7025,2372.1001,4.4771,72.1320,4.9387,13.0000,1.0000,2nnk
7.2100,64.3384,894.6166,5.7321,12.9524,6.0671,4.0000,1.0000,3f1a
5.4300,83.8382,1477.9451,4.6760,31.4180,7.4070,23.0000,6.0000,3ivv
4.3000,54.0996,627.7178,4.8935,0.0000,7.4137,3.0000,0.0000,3moe
8.6400,58.5350,800.0427,2.6311,20.9645,1.9261,1.0000,1.0000,3s71
6.3000,93.5036,1089.0176,4.3973,16.5148,5.1438,17.0000,2.0000,3mea
8.5700,114.2369,1331.3562,9.5851,21.7525,9.8643,4.0000,6.0000,3ejr
11.2300,132.0796,2192.2285,8.9404,53.8774,4.6527,13.0000,4.0000,3ok9
1.9800,80.4395,1436.5447,5.9978,0.0000,9.0527,4.0000,7.0000,1wdq
6.6000,91.1507,1089.5684,9.7970,5.4352,11.2934,4.0000,4.0000,2f7p
8.6800,119.1074,2112.0571,5.5353,45.1836,4.9316,12.0000,3.0000,2qd6
5.7000,79.0796,994.0438,3.9046,20.4692,1.9342,6.0000,0.0000,3kku
6.3000,108.7203,1321.8953,4.0144,22.1003,5.6310,19.0000,2.0000,3meu
8.3000,58.9377,866.5903,5.2514,4.3760,8.9703,6.0000,3.0000,2aeb
8.8000,80.5522,1574.8772,4.1153,49.5481,1.8485,7.0000,3.0000,2xn6
8.7000,125.9818,1698.6227,1.1903,35.0100,0.0867,8.0000,1.0000,2y5f
6.8400,117.4847,1557.7723,2.1733,20.7605,1.1269,6.0000,3.0000,2y5g
7.4600,86.5682,1370.7699,7.3001,8.2565,9.0321,10.0000,1.0000,3fed
10.0000,115.2826,2271.0334,9.5258,53.0997,4.8802,13.0000,2.0000,3h5b
8.3500,117.9906,1985.5378,4.6677,54.9733,4.3619,12.0000,4.0000,3nu5
8.5200,117.8606,1931.1669,2.4958,140.9501,1.8734,3.0000,4.0000,1fcy
9.3700,140.0227,1651.1290,6.3312,33.0700,9.2209,7.0000,3.0000,1flm
4.0700,64.9100,804.2958,4.0544,6.2297,6.4253,4.0000,1.0000,1hyo
6.8900,166.3166,2176.7815,9.7294,47.1816,12.2948,15.0000,3.0000,1jev
2.1200,75.8340,767.5932,10.1231,1.6763,6.9124,1.0000,3.0000,1qx1
9.2700,145.1304,2390.3516,3.9851,96.2008,5.1293,12.0000,5.0000,1sdt
1.4400,38.0891,613.9421,1.8058,8.4539,1.6818,4.0000,1.0000,1utp
4.8900,168.4082,2632.9119,6.5797,67.5453,10.5719,30.0000,7.0000,2aoc
4.3900,162.2864,2579.3125,6.6120,72.0574,10.0842,29.0000,7.0000,2avq
8.1000,105.7225,1711.3624,2.8536,59.5229,3.7655,5.0000,3.0000,2cf8
7.6600,118.0242,1761.3804,2.2720,51.3584,3.4642,5.0000,1.0000,2cn0
5.2200,108.4589,1202.9283,4.6097,14.6928,7.6813,8.0000,0.0000,2hxm
9.0000,118.0054,2083.3000,7.9749,49.0843,6.5979,12.0000,4.0000,2ien
9.4000,35.1831,315.5252,1.4577,0.0000,1.7903,0.0000,2.0000,2izx
5.5600,57.1380,626.9267,6.2919,0.0000,12.0189,2.0000,5.0000,2jdn
6.6000,50.0640,602.5876,4.7941,2.0000,9.1829,1.0000,5.0000,2jdp
7.1400,143.5106,1997.3322,8.0147,56.6001,5.9249,24.0000,6.0000,2pv1
6.0000,79.8866,1068.7179,3.9351,0.0000,7.1853,3.0000,4.0000,2wf5
7.8900,61.3889,868.3846,1.8216,8.0068,2.9560,4.0000,2.0000,2ylc
7.0600,80.0177,1206.9578,3.6139,33.5140,5.3938,5.0000,1.0000,2zsc
7.0000,76.9586,1355.5426,4.0659,5.4694,2.2621,8.0000,4.0000,3bbb
5.4900,119.5409,2065.7910,5.0713,50.1171,5.5516,12.0000,4.0000,3bvb
2.9000,80.4932,1208.0055,4.4245,9.0807,7.1640,12.0000,6.0000,3c2u
8.8000,122.1785,2089.5579,7.5019,50.1696,6.1249,12.0000,4.0000,3d1z
7.0000,132.6035,2322.5930,4.3419,33.9739,8.2849,22.0000,8.0000,3drf
4.3500,112.9987,1517.4901,4.1390,69.9763,1.4141,9.0000,5.0000,3feg
6.3800,84.0754,1287.4166,3.0934,33.3920,6.5181,29.0000,7.0000,3hau
6.0000,83.2466,1236.2692,2.9483,32.0769,6.1353,29.0000,1.0000,3haw
8.5200,180.0426,2169.1433,11.1508,44.1312,12.5521,7.0000,5.0000,3hvh
8.5200,183.2855,2292.2930,10.9449,37.6601,10.7171,9.0000,3.0000,3hvk
4.9200,32.7904,459.9090,1.4178,14.7715,2.3561,5.0000,0.0000,3i6c
5.6300,39.2398,796.7047,0.4678,57.6136,0.6367,14.0000,1.0000,3l1n
4.9500,88.5470,1188.5814,15.2100,4.7025,8.5343,8.0000,3.0000,3mxr
6.4000,39.1453,525.6250,3.3285,19.9000,3.8460,7.0000,4.0000,3pn3
4.6000,70.1959,677.3134,20.3920,3.4667,9.6312,4.0000,1.0000,3t2c
6.3900,82.3680,1430.9717,4.4463,3.2849,6.6458,4.0000,6.0000,1ocn
4.8200,163.0678,2003.2708,7.0810,26.1135,11.0501,27.0000,6.0000,2xqq
5.7000,92.6125,1448.9562,0.5752,108.9913,0.0000,9.0000,2.0000,3acx
2.0000,49.4545,708.9079,4.5607,10.1219,6.0178,2.0000,2.0000,3g2y
3.7100,50.9979,802.9416,3.2680,5.1334,4.6573,3.0000,0.0000,3g32
2.9600,46.2026,795.6189,3.5211,0.0000,2.2109,2.0000,0.0000,3g34
7.7300,112.9386,1745.1211,3.4243,59.4379,3.9957,14.0000,0.0000,3ljg
3.8100,104.5472,1524.3590,3.9153,45.6164,2.4787,4.0000,1.0000,2hu6
8.5500,106.0186,1263.2317,9.4894,19.6173,9.9883,3.0000,3.0000,3ejp
7.1300,106.9918,1221.0685,4.7637,13.0508,6.7421,3.0000,2.0000,1o3d
9.2200,149.7979,2199.9697,4.7955,73.9983,6.2907,12.0000,3.0000,2o4l
5.7900,109.7742,1467.4636,2.3174,17.1112,0.3567,6.0000,3.0000,2y5h
7.4400,101.5225,1659.3800,2.2422,84.7093,1.8657,32.0000,0.0000,3fea
4.8500,79.4776,993.1201,3.7403,21.7428,5.7820,18.0000,2.0000,3k05
4.0000,49.8200,702.2588,4.2228,21.9507,0.5501,2.0000,1.0000,3m8t
4.7700,86.7864,1243.1724,13.9244,14.5169,8.9344,6.0000,3.0000,3mkf
8.0000,75.6479,1145.4757,5.8583,17.1935,5.5563,7.0000,4.0000,1rmz
2.3800,187.5235,2302.6521,10.2689,49.3285,12.7208,11.0000,4.0000,3f6e
7.7000,114.2998,1915.4528,5.8983,64.7542,3.9035,8.0000,5.0000,3th9
3.1500,78.7066,921.1265,5.4340,0.0000,7.9690,1.0000,4.0000,1e6q
3.2200,80.9792,866.6213,7.7136,0.0000,9.6786,2.0000,5.0000,1e6s
2.4800,60.3248,446.8197,1.3062,39.4297,1.2277,1.0000,0.0000,1gyx
3.6400,75.9053,646.0610,3.4229,45.4498,1.6956,2.0000,1.0000,1gyy
5.7200,69.3725,1176.2260,4.0135,37.4037,4.2333,13.0000,4.0000,1obx
3.7400,100.2123,1753.6708,9.3119,0.0000,11.6113,19.0000,23.0000,1oh4
4.3500,41.4045,629.7241,1.3388,16.6391,0.4938,2.0000,1.0000,1sv3
5.8500,77.9228,883.4811,4.0661,19.1347,6.6870,1.0000,2.0000,1u1w
2.5200,68.3449,1413.5812,5.4401,0.0000,10.1017,4.0000,8.0000,1wdr
8.1500,131.8723,1787.0896,2.8457,95.6508,3.3494,18.0000,9.0000,2fxu
11.3500,120.7422,2097.8801,3.6244,66.8596,4.8780,13.0000,4.0000,2hb3
7.3900,101.7865,1109.2509,8.3167,11.7465,11.2297,7.0000,0.0000,2hzy
3.5900,52.2015,650.9380,3.9369,0.0000,7.4234,4.0000,8.0000,2nn8
3.9100,86.1604,1038.5255,1.9465,34.2375,1.9853,12.0000,0.0000,2oei
9.0700,117.4062,2137.3535,6.2402,43.0575,4.9844,12.0000,3.0000,2qd8
8.3700,94.3612,1309.0336,14.3223,54.7570,4.9169,5.0000,1.0000,2xdw
8.4700,72.8930,1312.3796,1.1506,34.0778,0.9242,2.0000,2.0000,3b28
7.1200,92.5645,1621.3821,2.2003,75.5368,1.9018,32.0000,0.0000,3fe7
9.0700,130.9510,1420.4517,7.4743,12.2023,12.4861,5.0000,3.0000,3gba
6.2200,58.2787,440.5365,5.0602,10.3735,6.0043,1.0000,2.0000,3ip5
5.3900,34.9604,509.4897,1.9728,12.0860,0.9417,0.0000,2.0000,3m1k
7.5200,74.2733,1345.7855,3.7403,39.0673,2.3460,5.0000,1.0000,3myq
9.8000,116.5385,1985.4431,4.2071,56.5059,4.7704,12.0000,4.0000,3nuo
7.4600,121.6921,1292.9386,5.9444,0.0000,4.2668,4.0000,4.0000,3ocz
6.0000,69.4854,730.5157,3.0129,6.9239,4.6987,1.0000,1.0000,1c5s
4.6000,82.7933,1036.3595,2.9224,45.6569,0.0000,3.0000,2.0000,2vba
5.6400,65.2252,1027.5227,11.7926,37.4003,2.0000,3.0000,0.0000,2xzc
7.6300,81.1841,1126.7981,3.0007,4.4550,5.7955,3.0000,1.0000,1c1r
4.1000,57.8706,747.9852,2.3343,4.7590,4.3987,1.0000,1.0000,1c5t
7.1900,84.5703,977.3494,3.4999,7.1531,6.4839,2.0000,2.0000,1gi4
3.8000,125.3481,1501.6978,5.1649,38.6443,5.9351,9.0000,0.0000,1kug
3.7200,116.9658,1461.3251,13.2755,0.0000,12.3647,4.0000,8.0000,3f5l
3.5700,46.2855,754.8516,4.0183,5.1911,6.3778,4.0000,1.0000,3ff3
3.9500,201.0617,2461.1865,13.5249,43.0856,15.9771,12.0000,5.0000,3fsj
6.3000,86.1851,1164.1355,3.2265,20.4007,5.0249,17.0000,2.0000,3me9
8.6200,62.0358,1101.2703,2.7164,36.7084,1.7772,6.0000,1.0000,3ryz
9.2200,117.4536,1809.0088,2.4188,136.5433,1.9992,4.0000,4.0000,1fcz
8.4000,125.5207,1978.2800,2.6200,136.9566,2.1820,3.0000,5.0000,1fd0
5.8500,100.4170,1043.3972,6.7523,9.9115,7.1343,6.0000,2.0000,1o2w
6.8200,106.4962,1237.0200,4.7250,14.5021,6.7255,5.0000,3.0000,1o38
7.1200,73.4466,786.0004,8.4630,0.0000,11.8059,1.0000,5.0000,3dx4
7.8200,135.2693,2331.7544,5.6289,62.5858,6.2767,18.0000,6.0000,3prs
4.8000,70.8497,936.4701,2.0682,6.1975,4.5526,2.0000,1.0000,1ghz
6.0300,40.0076,780.0201,0.1413,65.1440,0.0000,11.0000,1.0000,1n8v
7.4300,58.2257,888.3271,13.7558,22.2875,7.0214,5.0000,2.0000,1pi4
4.8900,85.4072,911.0768,8.2886,0.0000,9.2615,1.0000,4.0000,3d4z
2.4000,38.4538,874.5959,1.5193,2.1972,2.1228,4.0000,2.0000,3dxg
7.8000,56.8946,942.2860,2.4109,28.9134,2.6333,4.0000,1.0000,3ryj
6.1900,69.8246,1061.8389,0.8624,60.7446,0.7905,1.0000,2.0000,3u5l
3.4000,76.0968,1062.3922,5.2274,8.7890,6.8703,5.0000,5.0000,1f8d
4.8200,73.5265,1054.5255,6.2850,8.5723,8.5321,5.0000,5.0000,1f8e
4.8900,58.9448,1131.8511,2.7914,30.6365,1.0000,2.0000,2.0000,1h61
6.5500,47.8738,1107.3766,1.7030,55.9173,2.7145,16.0000,1.0000,1hmr
6.3700,45.0829,1121.6327,1.6238,58.2551,2.7579,15.0000,1.0000,1hms
5.7900,48.9892,1141.9452,1.4933,59.6689,2.6348,16.0000,1.0000,1hmt
8.2200,119.2287,1653.7999,16.2985,48.0611,8.9569,14.0000,3.0000,1kdz
6.7700,95.0772,1016.2831,5.6605,10.6915,6.5717,2.0000,3.0000,1o3j
6.5400,103.4629,1034.1219,6.5077,13.3441,7.5793,4.0000,2.0000,1o3l
4.7400,80.4204,1112.0955,9.5010,0.0000,11.8688,8.0000,3.0000,1ru1
8.7400,140.0962,2375.4348,4.2898,87.7824,5.0882,12.0000,5.0000,1sdv
5.3200,67.5655,513.5856,5.5575,17.9106,6.7660,1.0000,1.0000,1y20
5.6600,166.2694,2617.5125,6.7231,73.1546,10.0188,30.0000,7.0000,2aod
4.1000,104.2588,1478.3237,6.4037,17.9220,2.6238,16.0000,0.0000,2bvs
3.8900,50.0982,845.1390,3.9194,28.4499,5.1133,3.0000,1.0000,2ctc
6.5700,45.5213,440.5796,3.8417,10.2189,4.5968,1.0000,1.0000,2hzl
6.6900,68.9141,1015.5059,3.8994,19.4067,5.3180,8.0000,2.0000,2jew
5.5400,146.2087,1856.7461,7.0617,33.4362,12.6641,17.0000,4.0000,2olb
8.4700,53.2643,966.2798,2.1356,42.5530,1.9138,7.0000,3.0000,2qo8
6.1500,145.2377,1909.1230,9.4109,0.0000,14.7991,8.0000,3.0000,2r75
4.9800,54.0768,693.7944,3.0077,4.9137,6.3969,4.0000,5.0000,2w47
6.9300,46.7266,673.2540,2.3977,22.2907,1.7288,1.0000,1.0000,2weo
5.4700,91.2888,1154.4209,2.5512,62.5250,2.5918,7.0000,2.0000,2xde
6.5600,119.1206,1434.1398,4.8774,52.9052,5.3103,7.0000,1.0000,2zq2
7.5500,81.9660,1297.1616,5.5377,10.6401,9.2952,5.0000,6.0000,3b50
4.7200,74.0904,1229.5720,4.3326,4.8569,6.4946,2.0000,3.0000,3b9g
8.1500,44.5537,587.8417,2.8726,9.7159,3.0339,2.0000,1.0000,3bu1
7.7700,121.3168,2126.7954,9.5923,51.2863,6.1132,12.0000,4.0000,3cyw
6.8200,76.9370,845.8087,9.4722,0.0000,12.5076,1.0000,6.0000,3dx2
3.1900,46.2522,957.5676,2.1520,2.1015,3.2644,6.0000,2.0000,3dxh
6.7700,73.9471,697.3928,4.9046,12.2131,9.2217,4.0000,1.0000,3fas
5.9600,106.2065,1517.4539,20.2333,3.8629,13.7793,4.0000,2.0000,3g3m
7.2600,123.8914,1193.1302,5.8684,22.9425,8.2665,3.0000,3.0000,3gc5
5.8900,53.6355,1034.6394,5.1200,21.5015,1.0000,4.0000,2.0000,3h1x
6.6000,72.4095,590.3013,4.4115,18.6309,4.8700,1.0000,0.0000,3ip6
3.6100,139.8054,2540.0483,8.1916,6.6679,13.1122,9.0000,14.0000,3jzj
6.4100,79.1550,877.7004,7.3563,8.5110,7.4791,6.0000,2.0000,3k5x
6.6200,136.3336,2508.6448,6.6294,61.7705,6.7885,29.0000,9.0000,3ka2
7.0000,89.3272,1179.5015,4.6090,32.1867,6.3893,10.0000,2.0000,3m2u
7.2200,77.7668,1296.2467,3.2824,32.5765,2.3578,5.0000,1.0000,3m96
3.5400,96.5326,1598.0427,3.4057,38.1845,4.1473,19.0000,8.0000,3obq
5.7700,62.4851,1309.1593,1.5790,37.8920,2.5639,64.0000,3.0000,3plu
11.5400,123.3023,2178.1538,8.7303,53.3965,4.9131,14.0000,5.0000,3qaa
6.8400,51.5063,673.6543,4.7401,6.2758,4.8495,2.0000,0.0000,3qio
9.8500,72.9902,975.9026,4.7832,23.4030,7.3543,5.0000,0.0000,3rdo
3.3400,35.7294,506.5281,2.5107,2.5146,3.8010,5.0000,1.0000,3ry8
8.4000,43.7508,583.6520,2.0648,3.5395,1.7655,1.0000,1.0000,3s74
6.9900,185.3605,3189.6433,10.7452,98.1607,12.2901,25.0000,8.0000,3slz
5.1700,76.0458,1325.9926,3.7176,58.1150,5.0003,4.0000,5.0000,3tc5
6.8000,153.0680,2303.1616,4.3546,39.8864,6.6708,38.0000,5.0000,3uvk
7.3800,142.0416,2033.9773,5.4142,65.5144,5.7689,19.0000,7.0000,1bxq
5.8500,95.8492,987.7705,4.8083,9.9864,4.7448,6.0000,2.0000,1o2u
5.0000,89.7448,976.7695,5.4633,9.7835,6.3819,2.0000,2.0000,1o35
3.9600,84.9866,1350.4117,6.8717,0.0000,11.1225,5.0000,8.0000,1x9d
6.4100,132.1116,2271.6616,6.3725,81.6050,4.8547,10.0000,0.0000,2qnp
4.6800,84.2027,1111.8435,3.9951,19.9339,5.5558,3.0000,0.0000,3g35
9.1500,51.3780,748.9491,2.7109,31.4578,1.8047,10.0000,2.0000,3ibu
5.5200,38.4792,734.2736,2.8417,17.7099,2.0000,2.0000,1.0000,3iog
5.4700,81.5040,976.0495,5.4860,9.4532,6.6492,2.0000,2.0000,1gi1
2.5700,39.0970,547.2025,3.0490,5.4055,6.0201,1.0000,3.0000,2wq4
6.5200,66.3897,718.9554,8.0915,0.0000,11.4014,0.0000,5.0000,3dx3
4.6800,56.2661,607.5004,2.2391,3.6357,3.9924,1.0000,1.0000,1c5p
6.3600,66.6662,766.5778,1.8681,4.1817,3.5100,1.0000,1.0000,1c5q
6.7700,96.8145,1012.4836,3.6449,10.9901,6.4524,2.0000,3.0000,1o3k
