pbindaff,nha,mwt,PDB
4.24,14,225.052,2bes
4.24,10,132.096,3h78
4.25,8,124.518,1li3
4.26,23,337.152,2qrk
4.27,13,205.036,1m5w
4.28,13,188.092,2vzr
4.28,19,246.166,3jrs
4.29,18,239.164,1e2l
4.29,9,116.122,1v2l
4.29,16,223.166,2w66
4.30,26,355.22,1a30
4.30,9,150.99,1amk
4.30,24,354.16,1det
4.30,21,298.184,1w3k
4.30,29,418.286,1z95
4.30,22,355.148,2cli
4.30,29,397.298,3ivg
4.31,9,136.13,1ajq
4.31,16,212.162,2tpi
4.32,20,260.16,2ha6
4.32,19,260.198,2qtt
4.32,21,314.104,4rsk
4.33,26,408.186,1olx
4.34,28,354.256,1e3v
4.34,23,337.152,1z6s
4.34,10,146.15,2ha5
4.35,19,248.228,1ghv
4.35,23,338.134,1yfz
4.36,19,241.194,1dy4
4.36,12,167.094,1we2
4.36,11,150.122,2ez7
4.37,20,274.158,1td7
4.37,13,184.102,2jdy
4.37,27,383.336,2zif
4.38,45,600.362,1bhf
4.39,54,719.596,2avq
4.39,10,129.114,2hjb
4.39,21,314.104,3djo
4.40,19,246.228,1p57
4.40,49,736.266,2i2e
4.40,11,156.118,2pwd
4.41,25,322.2,1no6
4.41,26,408.186,1olu
4.41,18,277.692,2csn
4.42,32,438.32,3dri
4.43,26,343.198,2pu2
4.44,37,548.208,2amt
4.46,29,471.062,1wvc
4.47,19,243.22,2r2w
4.47,37,472.372,3hl5
4.48,21,286.208,1jaq
4.48,26,371.326,1qan
4.48,33,441.326,2ogy
4.49,27,415.114,1hi4
4.49,9,116.122,1j14
4.49,25,393.074,1o7o
4.49,66,879.79,3f9y
4.50,12,173.086,2eg8
4.51,19,248.228,1gi7
4.51,15,212.112,2r1y
4.52,16,220.142,1ctt
4.52,12,167.094,1gu1
4.52,55,867.168,1mrn
4.52,16,251.062,1z4n
4.52,16,251.062,1z4o
4.52,15,196.162,2a4m
4.52,68,915.76,3bzf
4.53,20,310.064,3h30
4.54,27,416.122,1amw
4.54,27,366.342,1b2h
4.54,9,150.99,1lyx
4.54,12,173.1,1oko
4.54,36,543.196,1szd
4.54,22,330.104,2zz1
4.54,24,332.276,3iub
4.55,66,861.648,1utc
4.55,31,495.092,3b2q
4.55,21,313.122,3djv
4.57,17,231.144,1w2g
4.59,37,488.334,1bma
4.59,14,197.188,1fj4
4.59,19,310.718,1l2s
4.59,42,611.282,2ihj
4.59,15,207.166,2jiw
4.59,30,378.322,3f3t
4.60,15,231.148,1pa9
4.60,13,191.102,1tx7
4.60,36,507.298,1u33
4.60,9,129.076,1upf
4.60,25,388.076,2v54
4.60,14,197.188,2vb8
4.60,16,221.218,2vba
4.60,39,600.244,3d7k
4.62,29,409.268,1f4f
4.62,11,156.092,1ofz
4.62,19,259.19,2a5c
4.62,26,364.276,2f6t
4.65,13,188.092,2w87
4.66,20,293.09,1bzj
4.66,9,116.122,1h4w
4.66,10,164.1,1m1b
4.66,20,296.248,2ca8
4.66,20,260.16,2ha2
4.66,19,254.198,3ddf
4.68,9,116.122,1c5p
4.68,31,425.354,1wn6
4.68,11,154.086,1xge
4.68,22,329.122,2nsl
4.68,21,275.206,3g35
4.69,27,416.122,2rio
4.70,13,299.112,1c5n
4.70,18,263.188,1c86
4.70,20,279.16,2cex
4.70,10,146.056,2dw7
4.70,14,203.178,2fu8
4.70,38,548.504,2i2c
4.70,9,116.122,2j9n
4.70,12,173.106,2qfo
4.70,21,300.262,3ewc
4.70,9,121.094,3kiv
4.71,30,414.358,1v2t
4.71,21,282.182,2qrh
4.72,9,173.94,2o1c
4.72,19,259.206,3b9g
4.72,28,434.138,3cpj
4.73,30,414.358,1v2o
4.74,9,116.122,1ce5
4.74,11,144.08,1sv3
4.74,20,297.096,1w4p
4.74,35,574.062,2ov4
4.74,31,495.092,3dnt
4.74,26,330.282,3f3u
4.76,18,230.202,1q8t
4.77,51,708.582,1str
4.77,11,144.116,2afw
4.77,8,106.06,2b4l
4.77,6,88.02,2dua
4.77,20,264.208,3d50
4.79,9,116.122,1oss
4.79,22,329.122,2nsj
4.79,29,367.258,3eb1
4.80,20,281.678,1bju
4.80,19,248.228,1ghz
4.80,20,320.738,2nta
4.80,32,441.23,3bpc
4.80,13,182.206,3dnd
4.81,76,983.748,2jcc
4.82,29,426.846,1aid
4.82,24,376.066,1dud
4.82,13,186.094,1v1j
4.82,10,141.084,1xff
4.82,48,681.312,1y3p
4.82,19,259.19,2gl0
4.82,44,653.33,2gzl
4.82,24,376.066,2hr6
4.82,13,179.13,2pwg
4.82,9,150.99,2ypi
4.83,28,434.138,3a1s
4.83,28,434.138,3a1t
4.85,18,242.146,1c83
4.85,16,330.008,1ecv
4.85,33,433.336,1n51
4.85,52,694.43,1qji
4.85,27,415.114,1vkj
4.85,21,321.278,1xgi
4.85,21,314.104,2j4k
4.85,20,279.186,2qwd
4.85,30,386.24,2r9x
4.85,18,255.15,2w4x
4.85,12,162.122,2ww2
4.85,18,294.076,3cj2
4.85,10,133.13,3f70
4.86,25,316.246,2brb
4.87,36,468.324,3ccw
4.87,28,407.79,3iw8
4.88,26,408.186,3exh
4.89,13,180.122,1p1q
4.89,55,730.598,2aoc
4.89,11,156.118,2j77
4.89,20,263.2,2vo5
4.89,14,192.132,3d4z
4.90,22,297.19,3cf8
4.91,17,287.064,3juq
4.92,29,416.184,1bzc
4.92,18,233.194,1e1v
4.92,18,233.194,1h1p
4.92,33,448.278,1jqy
4.92,48,612.4,3eax
4.94,18,239.164,1e2k
4.94,19,291.03,2gss
4.94,11,163.158,2vo4
4.94,13,174.132,4ts1
4.95,42,618.248,1jn4
4.96,9,121.094,1cea
4.96,45,627.42,1elr
4.96,28,365.298,1o5g
4.96,20,297.096,1tsy
4.96,37,515.292,1uz8
4.96,11,154.102,2vjx
4.96,14,194.148,2w67
4.96,16,251.062,3bxg
4.98,24,341.16,2w47
4.99,20,271.62,3hrf
5.00,27,406.146,1byk
5.00,19,251.148,1c84
5.00,23,310.166,1hlk
5.00,19,260.198,1nc3
5.00,34,471.81,1ql7
5.00,59,809.686,1sts
5.00,22,292.228,2oym
5.00,21,287.248,3cfn
5.00,64,870.634,3dvp
5.00,11,156.118,3gbe
5.01,55,772.464,1ppi
5.01,21,408.984,2glp
5.02,32,427.3,2d0k
5.02,32,512.126,2wji
5.02,41,564.538,3bgc
5.03,28,383.256,2qt5
5.04,33,460.254,1mfa
5.05,18,243.164,1fkw
5.05,37,492.302,1qxk
5.06,20,272.12,2v77
5.06,30,403.726,3f68
5.07,18,226.196,2c3l
5.07,17,287.064,3juo
5.08,13,174.142,1enu
5.08,20,284.262,2qtg
5.09,33,421.34,1m48
5.09,26,371.326,1nw7
5.10,45,639.36,1ez9
5.10,14,178.136,1kmy
5.10,16,251.062,1m6p
5.10,18,251.15,1od8
5.10,26,339.208,1onz
5.10,18,253.166,1v0k
5.10,34,485.42,1w7g
5.10,14,222.044,2h5a
5.10,22,294.192,2qrq
5.10,29,374.23,2r9w
5.11,18,253.27,1k4h
5.11,57,770.604,2h6q
5.12,15,196.162,1qaw
5.12,10,134.096,1uv6
5.12,38,509.286,2web
5.13,17,225.128,1gcz
5.14,29,372.266,2br1
5.14,28,454.054,2hqu
5.15,25,397.08,1jcx
5.15,21,314.104,1o0m
5.15,7,102.072,1pb8
5.15,13,169.144,1s38
5.15,33,481.368,1thz
5.15,12,148.12,2afx
5.16,26,371.326,1jqd
5.17,23,328.184,2f5t
5.17,22,305.672,2zfp
5.17,13,169.108,3b7j
5.18,10,156.054,1ft7
5.18,23,310.192,2qrg
5.19,21,294.194,1ocq
5.19,43,590.37,1ogg
5.19,13,172.09,1oxr
5.19,24,354.16,1rnt
5.19,11,168.156,2qdt
5.21,27,383.336,1nw5
5.21,27,412.132,3b2t
5.22,24,336.12,1bq4
5.22,22,422.578,1gjd
5.22,34,471.81,1j17
5.22,28,365.298,1o5c
5.22,27,416.122,1ucn
5.22,21,314.104,1w4o
5.22,70,944.668,1zea
5.22,27,415.114,2gz2
5.22,25,334.206,2hxm
5.22,15,187.158,3dne
5.23,27,369.298,1b4z
5.23,19,245.194,1ndw
5.24,18,253.166,1fh7
5.24,20,276.256,1q8w
5.24,9,150.99,1s89
5.24,33,414.31,2jfz
5.25,27,416.122,2bfr
5.26,21,316.096,1w4q
5.26,10,163.026,2qft
5.27,37,470.326,1qca
5.28,26,348.3,1b46
5.28,15,230.652,1f5l
5.28,69,903.684,2vlj
5.29,18,263.214,1c88
5.30,19,261.18,1a69
5.30,35,526.142,1h6h
5.30,27,415.114,1o0f
5.30,19,261.18,1pr1
5.30,19,245.168,1srg
5.30,35,448.308,1vyq
5.30,37,466.392,1xbb
5.30,21,294.194,2oyk
5.30,20,279.16,2vk6
5.30,36,543.196,3gpo
5.31,24,769.792,1hk4
5.31,33,460.254,1mfd
5.31,69,903.684,2vlr
5.32,20,291.152,1lvu
5.32,7,97.074,1y20
5.33,26,367.3,2c80
5.33,76,983.748,2uwe
5.34,16,215.144,1hee
5.34,32,419.314,1zgi
5.34,31,495.092,3efs
5.34,15,236.188,3hkq
5.35,34,471.81,1ql9
5.35,24,354.16,2fxv
5.35,12,162.08,2gkl
5.35,17,217.174,3bc4
5.35,47,664.356,3hkn
5.36,22,272.2,1adl
5.36,20,249.188,1w6y
5.36,13,193.21,2nng
5.36,47,615.498,3bv9
5.37,18,228.202,1gpk
5.37,45,572.458,1sgu
5.38,17,227.18,1g3e
5.38,14,176.12,2qhd
5.38,16,202.166,3e85
5.39,28,359.3,1qbv
5.39,12,180.538,2h6b
5.39,26,391.272,3hkt
5.40,20,297.096,1bp0
5.40,56,774.436,1m7i
5.40,33,438.402,1mmr
5.40,67,930.782,1pz5
5.40,8,106.06,1r9l
5.40,10,167.016,1trd
5.40,24,308.228,2c1p
5.40,24,321.204,2f35
5.40,18,267.588,2i80
5.40,12,167.094,2jdm
5.40,24,308.236,2qg2
5.40,16,203.148,3b4p
5.41,26,345.25,2j47
5.42,19,248.218,1gja
5.42,23,293.198,1h9z
5.42,11,150.096,2vpo
5.44,24,407.994,1h0a
5.44,17,230.162,1syi
5.44,49,637.45,2q6f
5.45,26,341.28,2iko
5.46,26,354.332,1b4h
5.46,20,291.152,1lv8
5.46,20,280.298,1q65
5.47,39,513.324,1g7f
5.47,19,246.228,1gi1
5.47,19,246.228,1o2s
5.47,43,556.436,1xh5
5.47,32,529.178,2hf8
5.47,55,737.596,2r0z
5.48,9,113.088,1g85
5.48,12,168.128,2cbv
5.48,27,416.122,2zkj
5.48,10,164.008,3bxe
5.48,27,416.122,3d2r
5.48,29,367.268,3iw6
5.49,10,134.164,1pot
5.49,43,571.334,1pyn
5.49,21,309.106,1tys
5.49,20,348.1,2h4k
5.49,34,446.396,2o0u
5.49,44,644.258,2qtr
5.49,38,514.402,3bvb
5.49,17,242.138,3ga5
5.51,25,375.138,2wqp
5.51,28,354.292,3da9
5.52,17,242.148,1a8i
5.52,10,163,1kc7
5.52,19,236.17,1lox
5.52,20,296.248,1oe8
5.52,20,276.256,1ydr
5.52,16,217.108,2cht
5.52,48,639.488,3eys
5.54,26,334.288,1bjv
5.54,23,293.198,1ha2
5.54,28,378.352,2olb
5.54,20,329.024,3bxf
5.55,17,227.18,1g3d
5.55,20,296.114,1njc
5.55,24,341.16,1y3n
5.55,28,368.24,2iuz
5.56,13,184.102,2jdn
5.57,14,194.148,1jak
5.57,20,297.096,1njd
5.57,16,231.214,2nmx
5.57,15,205.124,3bex
5.57,30,430.354,3coz
5.58,17,287.064,3jup
5.59,20,274.162,1f4x
5.59,13,176.098,1mfi
5.59,39,542.31,3gxy
5.60,46,646.378,1o9d
5.60,10,134.106,1vfn
5.60,27,363.24,2wca
5.60,24,352.734,3bl1
5.60,46,603.364,3e6y
5.62,41,565.286,1a08
5.62,25,321.296,1ejn
5.62,21,306.124,2bmk
5.64,7,118.142,1f57
5.64,43,648.344,1lrt
5.64,17,240.216,1z9g
5.64,21,266.216,2ojg
5.64,7,91.068,2reg
5.64,48,655.47,3fwv
5.64,23,303.288,3iw7
5.66,31,384.342,1n5r
5.66,33,478.15,1nhu
5.66,55,730.598,2aod
5.66,21,293.264,2erz
5.66,69,925.676,2v2w
5.66,70,928.656,3ery
5.67,22,319.234,2h15
5.67,39,532.486,2pqz
5.67,24,324.238,2qwf
5.68,42,557.464,1gnn
5.68,21,287.248,1ow4
5.68,31,449.208,2c92
5.68,13,179.13,2cbu
5.68,22,329.122,2q8z
5.68,17,234.194,2vr4
5.68,42,624.196,3b5j
5.70,6,82.108,1a99
5.70,9,150.99,1egh
5.70,15,238.044,1g98
5.70,36,551.158,1g9r
5.70,18,259.26,1jsv
5.70,12,155.134,1n1m
5.70,17,267.062,1pgp
5.70,54,719.596,2avm
5.70,30,432.298,2f2h
5.70,16,246.074,2h3e
5.70,33,416.29,2i4z
5.70,12,173.178,3c4h
5.70,14,192.132,3d4y
5.70,37,473.334,3eks
5.70,10,132.096,3fhb
5.71,43,548.454,1n7m
5.72,33,443.306,1obx
5.72,27,374.322,2qg0
5.72,23,339.106,3jvr
5.74,17,227.18,1g3b
5.74,19,248.228,1o33
5.74,26,351.738,1o5e
5.74,11,140.1,1qy2
5.74,17,240.216,1zdp
5.74,19,242.176,2b1v
5.74,22,283.188,2pgz
5.74,25,391.048,2pqc
5.74,30,413.298,3ivx
5.76,13,186.112,1p1o
5.76,26,408.186,2qta
5.77,20,297.096,1jmf
5.77,13,299.112,1o5b
5.77,22,302.318,1q66
5.77,39,532.334,1ur9
5.77,28,433.13,1vjj
5.77,11,155.084,2boj
5.77,45,596.45,3d1e
5.79,20,248.18,1hmt
5.80,17,227.18,1g3c
5.80,31,381.298,1kpm
5.80,42,568.314,1ppm
5.80,32,528.17,1rle
5.80,24,354.16,1sgx
5.80,10,133.088,2q88
5.81,42,591.272,1lkl
5.82,39,586.27,11gs
5.82,16,215.144,1hdq
5.82,30,450.12,1kav
5.82,26,408.186,1ols
5.82,23,328.184,1urg
5.82,52,726.614,1vwn
5.82,15,220.186,2nn1
5.82,10,156.054,3b7i
5.82,39,586.27,3gss
5.82,28,387.288,3iue
5.85,20,282.298,1k4g
5.85,28,438.168,1o2w
5.85,28,438.168,1o2x
5.85,20,249.188,1ogz
5.85,16,330.898,1q54
5.85,20,282.298,1q63
5.85,32,420.318,1qbn
5.85,11,149.104,1u1w
5.85,31,495.092,2e5y
5.85,10,170.016,2pu1
5.85,45,620.558,2r3t
5.85,14,192.132,2vmf
5.85,12,180.538,3e5u
5.85,17,247.188,3ehy
5.89,23,313.278,1b3l
5.89,18,238.192,1e1x
5.89,27,416.122,1y8o
5.89,26,367.3,1ydk
5.89,25,315.264,2brm
5.89,13,182.096,2eg7
5.89,28,434.138,2qm7
5.89,13,198.074,2tmn
5.89,36,641.88,3eeb
5.90,28,356.334,1v2n
5.90,40,527.366,2weq
5.91,27,377.216,1ugx
5.92,42,580.548,1a4w
5.92,44,582.378,1aj6
5.92,22,307.29,1jao
5.92,27,361.25,1kyv
5.92,25,361.426,1ndv
5.92,27,416.122,1o0h
5.92,30,405.37,1pph
5.92,29,390.326,1qf2
5.92,30,408.388,1qka
5.92,18,253.244,1yds
5.92,21,287.248,2ans
5.92,42,624.196,2pmk
5.93,26,347.188,1fv0
5.94,21,289.656,1kv1
5.95,11,187.606,2weh
5.96,27,361.318,1b9j
5.96,37,502.412,1d6w
5.96,39,504.336,1nl9
5.96,36,476.338,1o36
5.96,22,300.276,1q8u
5.96,13,186.128,2j79
5.97,13,186.128,1uwt
5.98,13,186.128,1uwu
5.99,20,307.082,3e12
6.00,38,519.266,1a1e
6.00,10,164.008,1ado
6.00,12,172.212,1c5s
6.00,11,145.114,1ceb
6.00,28,433.13,1d2e
6.00,30,432.428,1f0t
6.00,15,184.166,1gt1
6.00,15,184.166,1hn2
6.00,40,531.392,1jq8
6.00,7,118.142,1ssq
6.00,22,336.286,1xgj
6.00,54,805.304,1xk5
6.00,21,294.194,2bvd
6.00,16,230.232,2izl
6.00,41,564.538,2r43
6.00,28,434.138,2rcn
6.00,15,210.174,2vqt
6.00,73,980.808,3bze
6.00,20,265.2,3ddg
6.01,25,342.322,1b5h
6.01,35,445.36,1eb2
6.01,11,156.118,2vl4
6.02,39,496.382,1tcw
6.02,31,442.364,3coy
6.02,13,176.124,3f3c
6.02,37,480.384,5er1
6.03,14,241.028,1n8v
6.03,17,238.226,1okl
6.03,35,467.292,1os0
6.03,50,676.602,1sh9
6.03,49,651.436,1t7d
6.04,31,408.246,1xbo
6.05,16,231.214,2nns
6.05,35,492.478,3bgb
6.05,44,654.218,3iss
6.05,11,152.078,3pcf
6.06,57,773.56,1g7q
6.06,20,297.096,1jmi
6.06,40,568.304,1kjr
6.06,29,388.314,1qb6
6.07,20,297.096,1jmg
6.07,32,408.296,1mmp
6.07,35,480.388,2gst
6.07,35,497.496,3c89
6.08,31,495.092,2pze
6.08,36,504.29,2w7y
6.08,10,152.156,2wej
6.08,36,464.332,3bkk
6.08,39,533.396,3iw5
6.09,26,353.738,1o2n
6.09,20,249.188,1ogx
6.09,48,640.454,1w9u
6.10,12,152.11,1dzk
6.10,14,173.138,1gt5
6.10,15,213.586,1lgt
6.10,20,268.156,1m2q
6.10,33,441.326,2e7f
6.10,21,307.308,2ewb
6.10,27,345.29,2flr
6.10,9,136.528,2p7a
6.10,39,521.296,2wed
6.10,35,477.436,3c8b
6.10,26,392.09,3cke
6.11,32,403.36,1g32
6.11,21,280.166,1m2p
6.11,35,458.338,1o2z
6.11,41,603.386,2qnq
6.11,14,191.16,2qx0
6.12,20,284.262,1nc1
6.12,25,391.048,1x8r
6.12,49,627.496,2fgv
6.12,24,320.232,2p2a
6.13,32,412.278,3g9l
6.14,18,288.536,2c97
6.14,17,259.226,2fqt
6.14,66,930.504,2zym
6.14,29,386.304,3kme
6.15,26,378.228,1zs0
6.15,38,591.158,2r75
6.16,37,496.438,1ppc
6.16,33,416.29,2i4j
6.17,28,356.256,1d6v
6.17,23,293.234,1ndy
6.17,27,355.234,1yc1
6.17,39,503.37,3bkl
6.17,22,327.298,3hk1
6.18,15,200.126,1xhy
6.18,18,239.2,2c3j
6.18,21,268.206,2qhm
6.18,35,477.436,3c8a
6.19,16,235.204,1iy7
6.19,28,433.13,1tq4
6.19,34,471.81,1v2k
6.19,12,167.094,2bt9
6.19,26,371.326,2qbu
6.20,22,279.25,1owe
6.20,24,334.318,1sqt
6.20,26,334.256,2aj8
6.20,8,122.146,2osm
6.20,25,330.222,2qrp
6.21,30,397.348,1b3h
6.21,27,409.164,2zm3
6.22,33,474.298,3e9i
6.23,35,481.276,1m7d
6.24,14,204.212,1hnn
6.24,20,254.186,2fai
6.25,42,557.464,1gnm
