pbindaff,nha,mwt,PDB
5.37,20,320.02,3qt6
4.13,27,344.282,3qto
4.65,27,344.282,3qtv
6.45,38,512.484,3qw5
4.26,28,379.732,3qwc
4.20,28,379.732,3qx5
4.84,44,563.43,3r0y
4.72,25,328.18,3r6c
8.36,40,535.434,3r7o
4.82,14,188.116,3r88
9.43,14,215.03,3rbu
7.40,21,283.21,3re4
4.55,18,236.202,3rr4
8.80,48,650.36,3rt4
4.92,19,252.13,3rv8
8.60,35,474.382,3s43
8.49,35,474.382,3s45
9.64,38,514.402,3s54
9.62,49,627.496,3s56
7.41,11,156.118,3s5y
7.35,25,339.22,3s6t
7.30,22,329.324,3s8x
6.82,23,359.776,3s9t
7.59,24,348.346,3sap
6.57,23,359.776,3sax
7.28,22,324.326,3sbh
7.92,20,300.306,3sbi
6.06,17,252.212,3sfg
5.59,27,367.722,3sha
5.72,27,367.722,3shc
4.16,26,332.272,3si3
3.88,27,344.282,3si4
3.86,37,492.82,3spf
6.79,51,688.494,3su0
6.68,51,688.494,3su1
4.35,51,688.494,3su2
9.13,53,705.524,3su3
6.26,53,705.524,3su4
5.58,53,705.524,3su5
6.02,53,705.524,3su6
9.08,54,719.534,3sue
7.56,54,719.534,3suf
6.21,54,719.534,3sug
4.15,54,719.534,3sur
4.15,14,211.2,3sus
7.85,25,341.236,3sut
8.52,25,341.236,3suu
4.55,14,194.148,3suv
4.70,16,217.16,3suw
4.19,26,332.272,3sv2
8.60,26,328.266,3sxf
4.57,22,313.178,3sym
5.10,20,284.16,3syr
3.04,15,224.192,3t08
3.80,12,172.092,3t09
4.30,15,224.192,3t0b
2.37,12,172.092,3t0d
8.00,32,420.35,3t0x
3.66,12,172.092,3t2q
10.23,38,514.402,3t3c
8.60,29,368.312,3t3u
6.36,48,624.474,3t6b
5.08,10,144.082,3tb6
6.30,31,494.11,3tei
4.70,65,875.724,3tg5
5.38,27,416.122,3tif
5.27,38,514.402,3tkw
8.52,6,82.108,3ttm
7.84,10,134.164,3ttn
3.92,10,133.078,3twp
5.44,22,320.144,3u10
7.11,28,389.696,3u15
9.00,39,504.338,3u6h
7.07,31,404.292,3u7k
7.28,31,414.282,3u7l
7.45,27,356.244,3u7m
7.95,27,351.254,3u7n
8.43,38,514.402,3u7s
4.44,26,371.326,3u81
4.62,17,240.19,3u90
4.38,12,152.1,3u9q
5.54,37,496.282,3ubd
6.00,13,219.244,3ucj
7.10,29,390.32,3udd
2.85,14,179.154,3udh
5.24,14,176.12,3ueu
5.89,16,200.14,3uev
6.31,18,224.16,3uew
6.92,20,248.18,3uex
8.25,31,424.726,3ug2
4.63,11,169.03,3uj9
5.10,26,371.326,3ujb
4.59,11,169.03,3ujc
4.69,11,169.03,3ujd
6.52,29,366.286,3uo4
7.31,27,363.236,3uod
7.40,28,379.236,3up2
5.30,55,743.472,3upv
9.00,65,873.724,3uri
10.92,47,652.966,3utu
5.20,12,156.116,3uu1
4.51,13,188.092,3uug
7.96,23,293.244,3uuo
4.34,48,647.484,3uvx
7.77,35,468.412,3uw4
7.85,35,468.412,3uw5
4.41,11,185.998,3uxd
4.93,10,132.096,3uxk
5.57,10,132.08,3uxl
7.22,11,185.998,3uz5
5.55,9,115.098,3uzj
6.43,36,541.18,3v3l
6.60,27,348.21,3v3q
8.55,32,423.766,3v51
8.96,26,332.282,3v5p
8.22,31,391.324,3v5t
5.54,24,298.272,3v78
7.21,30,470.244,3v7t
8.57,25,347.284,3v7x
8.07,22,304.282,3vbd
4.96,17,229.118,3veh
9.34,42,565.424,3vf5
9.10,42,565.424,3vf7
9.19,42,565.424,3vfa
9.04,42,565.424,3vfb
6.24,11,139.108,3vh9
7.40,27,360.326,3vha
8.89,29,387.354,3vhc
9.28,27,366.342,3vhd
4.60,22,279.198,3vhk
6.02,22,311.202,3zq9
5.12,44,562.386,3zso
4.96,39,498.346,3zsq
3.28,34,434.306,3zsx
3.23,32,410.286,3zsy
2.84,23,296.18,3zt2
2.86,23,297.188,3zt3
5.92,14,180.162,3zv7
8.40,28,357.278,3zxz
4.85,21,290.162,3zyf
8.89,25,346.7,3zze
8.38,54,685.52,4a6b
7.92,54,687.52,4a6c
8.00,30,382.294,4a6l
8.70,24,372.794,4a7i
5.76,22,292.27,4a95
4.12,38,499.402,4aa1
7.70,31,423.38,4acc
6.20,21,294.194,4ad2
4.62,22,311.202,4ad3
8.30,16,200.176,4afg
9.54,25,312.246,4afh
8.96,28,370.346,4ag8
10.70,28,370.346,4agc
3.65,13,393.916,4agl
3.98,21,493.004,4agm
3.97,24,419.142,4agn
4.81,31,509.202,4ago
4.69,30,490.194,4agp
5.01,30,489.212,4agq
2.92,11,144.126,4ai5
3.66,11,144.126,4aia
3.89,21,309.308,4aj4
3.68,15,267.99,4aje
3.55,18,240.12,4aji
3.80,21,291.274,4ajl
7.28,20,255.178,4alx
8.40,27,341.278,4aoi
7.96,24,310.228,4ap7
5.40,54,717.606,4aph
7.19,42,531.414,4app
6.17,10,165.016,4aq4
6.05,25,326.226,4ara
5.89,25,326.226,4arb
7.13,24,334.276,4arw
6.40,17,226.172,4as6
9.28,32,451.724,4asd
11.00,32,437.726,4ase
7.55,27,370.306,4asj
7.74,22,297.19,4auy
6.98,23,308.192,4av0
7.03,21,282.182,4av4
7.21,27,352.242,4av5
7.23,19,276.222,4avh
7.63,24,324.192,4avi
7.44,27,363.24,4avj
9.57,39,530.438,4ax9
3.33,14,178.146,4b0b
7.30,35,526.214,4b1j
7.89,18,231.184,4b5d
7.00,22,295.174,4b6o
7.13,25,362.164,4b6p
5.85,22,295.174,4b6r
6.01,25,362.164,4b6s
7.21,25,346.692,4b73
7.66,28,386.738,4b74
4.54,17,227.164,4b76
7.95,20,264.192,4b7j
9.64,20,264.192,4b7r
8.05,48,651.432,4b8y
6.17,32,428.382,4b9k
4.17,64,850.694,4b9w
7.62,29,366.27,4dbm
5.10,28,434.138,4dcs
5.01,26,332.266,4dds
5.62,24,325.216,4ddy
5.89,23,297.244,4de0
5.96,23,297.244,4de1
4.12,24,307.254,4de2
5.52,21,336.106,4de3
6.31,20,263.174,4der
5.85,19,246.166,4des
5.68,21,280.182,4det
5.64,20,263.174,4deu
7.00,21,280.182,4dew
7.46,22,298.26,4dff
11.74,44,593.434,4dfg
4.48,15,210.19,4dhl
11.52,40,584.294,4djo
10.55,39,526.386,4djp
10.32,40,539.414,4djq
11.52,40,555.484,4djr
5.44,20,253.214,4dju
6.72,28,353.284,4djv
6.28,26,327.274,4djw
7.23,24,326.694,4djx
2.96,15,235.062,4dst
2.82,9,113.098,4dsu
4.43,15,190.13,4dsy
5.18,26,374.366,4duh
9.24,29,382.272,4dv8
4.40,49,736.266,4dy6
7.48,15,200.126,4e0w
7.12,15,200.126,4e0x
4.97,10,133.078,4e3g
7.05,8,106.076,4e3h
5.11,8,106.076,4e49
8.77,23,315.278,4e4l
9.05,25,320.246,4e4n
7.66,28,354.286,4e5w
6.48,58,790.492,4e67
8.92,23,293.228,4e6d
8.36,25,312.266,4e6q
7.70,40,577.374,4e7r
5.24,71,938.78,4e81
5.82,19,258.23,4e9u
6.44,24,296.272,4ea1
6.44,24,296.272,4ea2
8.00,19,241.214,4ehz
8.74,20,254.206,4ei4
4.42,21,281.22,4ek9
3.52,24,325.21,4eky
4.49,24,325.21,4el0
5.37,21,289.18,4el5
5.52,13,172.116,4en4
8.70,27,358.3,4eo6
8.15,27,361.308,4eo8
4.30,13,173.118,4eoh
3.47,27,343.3,4epy
9.40,32,450.168,4erf
5.05,7,97.074,4euo
6.70,23,337.132,4ewn
4.41,14,203.178,4exs
6.70,19,241.214,4f09
5.12,17,227.154,4f1l
3.29,57,796.534,4f20
5.43,46,674.304,4f5y
5.38,44,614.5,4f7v
6.03,22,302.276,4f9u
6.03,22,302.276,4f9v
6.99,22,302.276,4fai
6.99,22,302.276,4fbe
7.66,17,487.736,4fbx
8.62,35,471.296,4fcf
7.00,21,281.278,4fcq
10.44,23,315.32,4ffs
9.70,25,340.306,4fk6
3.28,31,494.11,4fl1
3.66,31,494.11,4fl2
6.72,31,431.79,4flp
7.00,33,447.356,4fm7
5.62,32,430.348,4fm8
7.70,33,466.84,4fsl
6.51,31,495.092,4fut
3.01,21,314.104,4g0p
2.52,21,314.13,4g0q
2.30,23,337.152,4g0y
2.21,24,355.168,4g0z
7.89,12,165.104,4g8m
7.20,12,165.104,4g8n
5.80,23,315.21,4g8v
4.59,24,327.22,4g8y
4.51,24,334.21,4g90
6.10,60,886.426,4gah
8.20,36,480.334,4gg7
10.77,47,624.518,4gid
2.89,15,198.126,4gqq
3.96,23,314.198,4gqr
9.00,33,439.394,4h3f
8.22,33,437.404,4h3g
7.05,32,428.384,4h3j
6.60,68,920.752,4h75
7.24,23,311.304,4ha5
7.92,30,426.148,4hbm
8.62,32,424.376,4hf4
7.92,25,341.696,4hge
4.29,27,416.122,4i3z
