pbindaff,nha,mwt,PDB
3.40,25,352.498,1ikt
3.40,14,216.282,1jt1
3.40,6,78.108,1l83
3.40,31,503.156,1m83
3.40,11,161.158,1uz4
3.40,6,78.108,220l
3.42,20,290.248,2sim
3.46,16,258.144,1moq
3.49,9,121.162,1c5o
3.49,23,342.296,1gzc
3.49,8,108.16,1utn
3.52,60,862.05,1imx
3.54,31,503.156,1vjd
3.55,30,433.51,1v2r
3.55,20,290.248,2qwc
3.57,19,257.322,1h46
3.58,31,503.156,1vjc
3.59,10,135.14,1nli
3.59,23,345.216,2gsu
3.60,6,124.234,1d7i
3.60,25,391.142,2fzk
3.60,9,133.174,3jdw
3.62,10,137.11,3pcc
3.64,13,181.138,1gyy
3.66,12,167.136,3pcn
3.68,12,277.032,1c3x
3.68,56,789.838,1qsc
3.69,19,267.254,2a8g
3.70,40,608.552,1fwu
3.70,31,503.156,1gz3
3.70,31,503.156,1gz4
3.70,9,153.006,1pdz
3.70,15,206.19,1wht
3.70,15,194.22,2bjm
3.70,22,326.296,2bmz
3.70,10,133.156,2fx6
3.72,40,608.552,1fwv
3.72,13,189.1,1grp
3.72,36,566.278,2am4
3.80,6,81.116,1li6
3.80,14,279.064,2hb1
3.81,28,383.398,2hu6
3.83,31,503.156,1r0x
3.84,8,108.16,1utj
3.85,20,290.248,1n1t
3.87,20,301.186,1aj7
3.90,15,233.24,2gvv
3.93,20,283.254,2a5b
3.93,31,503.156,2cbz
3.94,26,422.298,1v1m
3.94,23,342.296,1z3t
3.96,22,336.194,1mrs
3.96,24,372.392,1x9d
3.96,10,133.156,2fpz
3.98,26,422.298,1v11
4.00,8,111.118,1lgw
4.00,10,143.226,1nu3
4.00,11,150.238,1tni
4.00,31,520.234,1wc1
4.01,9,121.162,1c5z
4.01,30,433.51,1v2w
4.04,27,424.186,1hi5
4.04,7,94.108,1li2
4.05,71,989.176,1awi
4.05,20,306.328,1r4w
4.05,13,186.202,1tuf
4.07,26,362.826,1gj4
4.07,11,178.076,1hyo
4.08,26,343.386,1y2g
4.09,7,94.108,1ai7
4.09,33,487.558,1jn2
4.09,21,322.168,1o0n
4.10,12,178.244,1c5t
4.10,20,283.254,1odj
4.10,50,714.838,1rzx
4.11,23,346.198,1p19
4.11,23,342.296,1z3v
4.13,30,433.51,1v2q
4.14,46,678.586,1gny
4.15,14,216.282,1m2x
4.15,28,408.296,1q91
4.15,17,239.244,2toh
4.17,9,121.162,1v2s
4.19,27,423.178,1hi3
4.20,12,178.244,1c5y
4.20,18,269.236,1c87
4.20,19,253.284,1ghw
4.21,26,383.35,1ulg
4.22,23,331.276,1pzi
4.22,12,177.2,1t5f
4.22,23,345.216,1ua4
4.25,8,128.55,1li3
4.27,13,212.092,1m5w
4.29,18,252.268,1e2l
4.29,9,121.162,1v2l
4.30,29,430.382,1z95
4.31,23,345.216,1rgk
4.31,16,230.306,2tpi
4.32,21,322.168,4rsk
4.33,26,422.298,1olx
4.34,28,391.552,1e3v
4.34,23,345.216,1z6s
4.35,19,254.276,1ghv
4.35,23,346.198,1yfz
4.36,19,258.33,1dy4
4.36,12,173.142,1we2
4.36,11,155.162,2ez7
4.38,45,632.618,1bhf
4.39,54,772.012,2avq
4.41,25,333.288,1no6
4.41,18,286.764,2csn
4.43,24,361.216,1rgl
4.44,37,564.336,2amt
4.46,29,479.126,1wvc
4.48,26,384.43,1qan
4.49,9,121.162,1j14
4.49,25,401.138,1o7o
4.51,19,254.276,1gi7
4.52,16,230.222,1ctt
4.52,12,173.142,1gu1
4.52,55,886.32,1mrn
4.52,16,258.118,1z4n
4.52,16,258.118,1z4o
4.52,15,204.226,2a4m
4.54,27,424.186,1amw
4.54,27,391.542,1b2h
4.54,9,153.006,1lyx
4.54,12,180.156,1oko
4.54,36,557.308,1szd
4.55,66,912.048,1utc
4.57,17,242.232,1w2g
4.59,14,210.292,1fj4
4.60,15,234.172,1pa9
4.60,13,198.158,1tx7
4.60,9,130.084,1upf
4.61,13,189.1,2bo4
4.62,20,336.08,1joc
4.62,11,164.156,1ofz
4.62,19,267.254,2a5c
4.62,26,384.436,2f6t
4.66,20,299.138,1bzj
4.66,9,121.162,1h4w
4.66,10,166.116,1m1b
4.66,20,306.328,2ca8
4.68,9,121.162,1c5p
4.68,11,157.11,1xge
4.70,13,303.144,1c5n
4.70,18,269.236,1c86
4.70,20,290.248,2cex
4.70,10,148.072,2dw7
4.70,9,131.174,3kiv
4.71,30,433.51,1v2t
4.74,9,121.162,1ce5
4.74,20,306.168,1w4p
4.77,51,739.83,1str
4.77,11,153.188,2afw
4.77,8,117.148,2b4l
4.77,6,88.02,2dua
4.79,9,121.162,1oss
4.80,19,254.276,1ghz
4.82,29,452.046,1aid
4.82,24,385.138,1dud
4.82,13,191.134,1v1j
4.82,10,146.124,1xff
4.82,48,700.464,1y3p
4.82,19,267.254,2gl0
4.82,44,677.522,2gzl
4.82,9,153.006,2ypi
4.85,18,246.178,1c83
4.85,16,333.032,1ecv
4.85,33,460.552,1n51
4.85,52,741.806,1qji
4.85,27,423.178,1vkj
4.85,21,327.326,1xgi
4.89,55,786.038,2aoc
4.92,29,427.272,1bzc
4.92,18,247.306,1h1p
4.92,33,471.462,1jqy
4.92,30,424.956,1y2f
4.94,18,252.268,1e2k
4.94,13,181.188,4ts1
4.95,42,635.384,1jn4
4.96,9,131.174,1cea
4.96,45,659.676,1elr
4.96,37,543.516,1uz8
5.00,27,420.258,1byk
5.00,19,257.196,1c84
5.00,60,893.69,1f8a
5.00,23,321.254,1hlk
5.00,19,267.254,1nc3
5.00,66,930.974,1oai
5.00,59,845.974,1sts
5.00,31,503.156,1yid
5.01,55,808.752,1ppi
5.04,33,486.462,1mfa
5.05,18,252.236,1fkw
5.05,19,253.284,1gi8
5.05,37,517.502,1qxk
5.07,18,234.26,2c3l
5.09,33,447.548,1m48
5.09,26,384.43,1nw7
5.10,45,668.592,1ez9
5.10,14,186.2,1kmy
5.10,16,258.118,1m6p
5.10,27,423.178,1o0o
5.10,18,263.246,1od8
5.10,26,349.288,1onz
5.10,18,265.262,1v0k
5.10,34,509.612,1w7g
5.10,14,228.092,2h5a
5.11,18,264.358,1k4h
5.11,57,818.988,2h6q
5.12,15,204.226,1qaw
5.12,10,147.2,1uv6
5.13,17,234.2,1gcz
5.14,29,391.418,2br1
5.15,25,408.168,1jcx
5.15,21,322.168,1o0m
5.15,7,105.096,1pb8
5.15,13,175.192,1s38
5.15,33,493.464,1thz
5.15,12,158.2,2afx
5.17,23,342.296,2f5t
5.19,21,309.314,1ocq
5.19,43,623.634,1ogg
5.20,23,322.324,1kll
5.21,27,399.464,1nw5
5.22,24,336.12,1bq4
5.22,21,283.31,1gi9
5.22,22,430.642,1gjd
5.22,27,423.178,1h1h
5.22,27,424.186,1ucn
5.22,21,322.168,1w4o
5.22,25,345.294,2hxm
5.23,27,390.466,1b4z
5.24,20,291.376,1q8w
5.25,27,424.186,2bfr
5.26,21,324.16,1w4q
5.27,37,515.686,1qca
5.28,26,373.5,1b46
5.28,15,230.652,1f5l
5.29,18,269.262,1c88
5.30,35,551.342,1h6h
5.30,27,423.178,1o0f
5.30,19,268.236,1pr1
5.30,19,255.248,1srg
5.30,35,472.5,1vyq
5.30,37,493.608,1xbb
5.31,33,486.462,1mfd
5.32,7,101.106,1y20
5.33,26,390.484,2c80
5.34,32,439.474,1zgi
5.35,24,361.216,2fxv
5.36,22,303.448,1adl
5.36,20,266.324,1w6y
5.37,45,613.786,1sgu
5.38,17,235.244,1g3e
5.39,28,383.492,1qbv
5.39,12,185.578,2h6b
5.40,20,306.168,1bp0
5.40,56,819.796,1m7i
5.40,33,473.682,1mmr
5.40,8,117.148,1r9l
5.40,24,322.34,2c1p
5.40,24,332.292,2f35
5.40,18,279.684,2i80
5.41,26,360.37,2j47
5.42,11,164.156,1abf
5.42,19,256.282,1gja
5.42,23,308.318,1h9z
5.42,6,88.104,1p28
5.44,24,414.042,1h0a
5.44,17,239.234,1syi
5.45,26,355.392,2iko
5.46,26,377.516,1b4h
5.46,20,293.402,1q65
5.47,39,540.54,1g7f
5.47,19,253.284,1gi1
5.47,19,253.284,1o2s
5.47,32,536.234,2hf8
5.48,9,130.224,1g85
5.48,12,175.184,2cbv
5.49,10,148.276,1pot
5.49,43,602.582,1pyn
5.49,21,320.194,1tys
5.49,20,355.156,2h4k
5.52,17,248.196,1a8i
5.52,10,165.016,1kc7
5.52,19,255.322,1lox
5.52,20,306.328,1oe8
5.52,20,292.384,1ydr
5.52,16,226.18,2cht
5.54,28,405.568,2olb
5.55,17,235.244,1g3d
5.55,20,305.186,1njc
5.55,24,350.232,1y3n
5.55,28,386.384,2iuz
5.57,14,204.228,1jak
5.57,20,306.168,1njd
5.59,20,293.314,1f4x
5.59,13,181.138,1mfi
5.60,46,674.602,1o9d
5.62,25,342.464,1ejn
5.62,21,318.22,2bmk
5.63,66,945.148,1vwl
5.64,7,121.166,1f57
5.64,43,665.48,1lrt
5.64,17,252.312,1z9g
5.66,31,414.582,1n5r
5.66,55,786.038,2aod
5.66,69,981.116,2bsu
5.66,21,308.384,2erz
5.67,24,341.374,2qwf
5.68,42,597.784,1gnn
5.68,21,298.336,1ow4
5.68,31,466.344,2c92
5.68,13,189.21,2cbu
5.70,6,90.172,1a99
5.70,9,153.006,1egh
5.70,15,243.084,1g98
5.70,36,566.278,1g9r
5.70,12,171.262,1n1m
5.70,17,273.11,1pgp
5.70,27,399.464,2adm
5.70,54,772.012,2avm
5.70,30,449.434,2f2h
5.72,33,465.482,1obx
5.74,17,235.244,1g3b
5.74,19,254.276,1o33
5.74,11,152.196,1qy2
5.74,17,252.312,1zdp
5.76,13,189.136,1p1o
5.77,20,306.168,1jmf
5.77,22,313.406,1q66
5.77,39,556.526,1ur9
5.77,28,440.186,1vjj
5.77,11,164.156,2boj
5.79,20,283.46,1hmt
5.80,17,235.244,1g3c
5.80,31,426.658,1kpm
5.80,32,535.226,1rle
5.80,24,361.216,1sgx
5.81,42,613.448,1lkl
5.82,39,608.446,11gs
5.82,11,164.156,1apb
5.82,30,462.216,1kav
5.82,23,342.296,1urg
5.82,52,758.87,1vwn
5.85,28,446.232,1o2w
5.85,28,446.232,1o2x
5.85,16,339.97,1q54
5.85,20,288.346,1q63
5.85,32,431.406,1qbn
5.85,11,152.128,1u1w
5.89,23,333.438,1b3l
5.89,18,251.296,1e1x
5.89,26,390.484,1ydk
5.89,13,208.154,2tmn
5.90,28,374.478,1v2n
5.91,27,397.376,1ugx
5.92,42,614.82,1a4w
5.92,44,612.618,1aj6
5.92,22,323.418,1jao
5.92,27,376.37,1kyv
5.92,25,370.498,1ndv
5.92,30,429.562,1pph
5.92,29,411.494,1qf2
5.92,30,433.588,1qka
5.92,18,266.348,1yds
5.92,21,298.336,2ans
5.93,26,356.26,1fv0
5.96,37,527.612,1d6w
5.96,39,531.552,1nl9
5.96,36,488.434,1o36
5.96,22,320.436,1q8u
5.96,13,192.176,2j79
5.98,13,192.176,1uwu
6.00,38,552.53,1a1e
6.00,10,168.04,1ado
6.00,12,177.252,1c5s
6.00,11,157.21,1ceb
6.00,28,440.186,1d2e
6.00,30,446.54,1f0t
6.00,15,193.238,1gt1
6.00,15,193.238,1hn2
6.00,40,565.664,1jq8
6.00,7,121.166,1ssq
6.00,54,828.488,1xk5
6.00,21,309.314,2bvd
6.00,16,243.336,2izl
6.01,25,363.49,1b5h
6.02,39,534.686,1tcw
6.03,14,265.22,1n8v
6.03,17,250.322,1okl
6.03,35,493.5,1os0
6.03,50,720.954,1sh9
6.03,49,683.692,1t7d
6.04,31,424.374,1xbo
6.05,11,155.102,3pcf
6.06,20,306.168,1jmi
6.06,40,588.464,1kjr
6.06,29,399.402,1qb6
6.07,20,306.168,1jmg
6.07,32,440.552,1mmp
6.07,35,500.548,2gst
6.08,20,269.274,1sri
6.09,26,363.818,1o2n
6.09,20,266.324,1ogx
6.10,12,166.222,1dzk
6.10,15,220.642,1lgt
6.10,42,566.674,1meu
6.10,21,324.444,2ewb
6.11,32,424.528,1g32
6.11,21,285.206,1m2p
6.11,35,473.458,1o2z
6.12,25,328.384,1o2g
6.12,25,400.12,1x8r
6.12,49,670.84,2fgv
6.14,18,296.6,2c97
6.14,17,268.298,2fqt
6.15,30,437.252,1tsl
6.16,37,522.646,1ppc
6.17,28,380.448,1d6v
6.17,60,877.036,1sle
6.17,27,367.33,1yc1
6.18,15,213.23,1xhy
6.18,18,246.256,2c3j
6.19,16,243.268,1iy7
6.19,28,440.186,1tq4
6.19,34,499.026,1v2k
6.19,12,178.182,2bt9
6.20,22,290.338,1owe
6.20,24,349.438,1sqt
6.20,26,354.416,2aj8
6.21,30,429.604,1b3h
6.22,19,252.292,1gi6
6.23,35,511.516,1m7d
6.24,14,212.276,1hnn
6.25,42,597.784,1gnm
6.25,21,288.372,1zky
6.26,20,293.272,1wcq
6.28,31,502.148,1afl
6.28,23,338.442,1atl
6.28,32,473.428,1w3l
6.28,54,772.012,2aog
6.30,27,361.46,1d4p
6.30,11,155.162,1lag
6.30,10,146.15,1wdn
6.30,16,223.276,1wm1
6.31,28,380.418,2bal
6.32,10,149.148,1w3j
6.33,48,757.286,1ex8
6.34,39,534.686,1bdq
6.34,32,456.48,1i00
6.34,27,449.294,1xq0
6.35,15,206.19,1cbx
6.35,25,329.376,1gjb
6.35,25,329.376,1gjc
6.35,17,243.198,2j7f
6.36,13,303.144,1c5q
6.36,25,343.38,1o2o
6.36,10,150.13,6abp
6.37,42,587.794,1hbv
6.37,20,281.444,1hms
6.37,23,323.348,5tln
6.40,38,552.53,1a1c
6.40,25,408.168,1g7v
6.40,22,303.348,1i7z
6.40,14,307.106,1igb
6.40,14,201.256,1yvm
6.41,10,135.13,1i80
6.42,32,455.556,1w0y
6.43,37,558.656,2b07
6.43,17,268.298,2fqo
6.43,30,475.352,2ivu
6.44,28,399.95,1jqe
6.46,20,270.24,1m2r
6.46,13,176.184,1r5y
6.46,20,275.338,1ro6
6.46,11,164.156,7abp
6.47,18,263.246,1j01
6.48,19,257.348,1gpn
6.48,12,180.156,1rpj
6.49,20,304.236,1dl7
6.52,12,181.232,1alw
6.52,37,587.244,1ct8
6.52,12,166.222,1qy1
6.52,28,492.004,1w1d
6.52,28,386.638,1zhy
6.52,21,371.156,2h4g
6.52,58,794.974,4fiv
6.55,33,452.44,1dhj
6.55,20,283.46,1hmr
6.55,22,299.416,1n4h
6.55,57,849.882,1umw
6.55,20,270.292,1yc4
6.55,13,222.268,1yda
6.57,53,772.922,1sld
6.57,19,267.254,2fqy
6.57,68,946.19,5er2
6.58,36,508.594,1k1i
6.59,31,439.556,1b58
6.59,61,837.976,1fiv
6.59,50,687.822,1izi
6.60,31,503.156,1b38
6.60,43,596.602,1g7g
6.60,35,499.604,1jzs
6.60,18,243.322,1vot
6.60,57,810.218,2euk
6.60,18,270.37,2f7p
6.62,31,502.148,1afk
6.62,10,146.124,1ii5
6.62,65,908.034,1jd5
6.62,14,202.18,2j7b
6.62,60,814.096,4er1
6.64,35,483.59,1sln
6.64,12,180.156,5abp
6.65,11,163.174,2j75
6.66,28,440.212,1a4r
6.66,16,239.32,1cps
6.66,36,507.572,1elc
6.66,23,325.442,1pxp
6.68,13,303.144,1c5x
6.68,24,414.042,1mai
6.68,19,268.236,2fqw
6.70,34,473.612,1b0h
6.70,27,389.542,1b3g
6.70,34,469.422,1dfo
6.70,33,475.392,1eld
6.70,14,192.184,1f3e
6.70,19,266.262,1hp0
6.70,16,257.094,1koj
6.70,22,308.308,1qy5
6.70,28,375.466,1rdt
6.70,41,560.628,1rek
6.70,52,752.982,2eum
6.70,51,724.046,2evl
6.70,11,154.102,3pck
6.72,21,286.44,1rbp
6.72,35,500.548,3gst
6.73,17,238.242,1wvj
6.74,19,266.262,1add
6.77,68,981.908,1bzh
6.77,34,461.424,1o30
6.77,21,346.202,1o3j
6.77,21,346.202,1o3k
6.77,41,588.636,1ony
6.77,41,564.548,1qb1
6.80,23,308.344,1fl3
6.80,25,339.478,1nq7
6.80,15,211.214,1p1n
6.82,10,150.13,1drk
6.82,21,302.284,1fhd
6.82,28,404.492,1jeu
6.82,42,601.722,1k1n
6.82,14,185.192,1lrh
6.82,28,373.454,1o38
6.82,16,236.26,1uwf
6.82,32,486.328,2c94
6.84,31,469.622,1bhx
6.85,10,150.13,1bap
6.85,29,427.352,1ele
6.85,39,526.616,1g30
6.85,46,669.552,1lkk
6.85,35,495.666,1os5
6.85,25,328.362,1tvo
6.85,22,295.336,1xk9
6.85,7,121.166,1xt8
6.86,37,504.634,3aid
6.87,45,624.748,1cgl
6.88,29,389.47,1xka
6.89,29,413.53,1b3f
6.89,33,462.594,1jev
6.89,39,573.782,1sb1
6.89,11,161.158,1uz1
6.89,36,557.308,2bfq
6.89,10,150.13,2dri
6.89,24,352.352,2f34
6.90,33,467.592,1k1l
6.92,42,597.784,1a9m
6.92,24,362.198,1m9n
6.92,24,325.388,1o2j
6.92,24,325.388,1o2k
6.92,24,362.198,1pkx
6.92,16,243.31,1swr
6.95,39,534.686,1tcx
6.96,22,343.342,1c5c
6.96,46,661.75,1ent
6.96,25,343.38,1gj8
6.96,46,661.75,1gvw
6.96,39,526.616,1oyq
6.96,21,290.43,1x8j
7.00,31,501.14,1ch8
7.00,35,503.692,1fpc
7.00,26,362.826,1gj6
7.00,17,488.786,1zoh
7.00,10,151.122,2gyi
7.00,18,257.224,2j7g
7.03,31,437.582,1b1h
7.05,27,390.492,1b5i
7.05,30,405.528,2bq7
7.05,46,653.762,2jxr
7.06,8,112.092,1ui0
7.07,13,222.268,1ydd
7.08,26,370.402,1xpz
7.09,41,547.686,1lpg
7.10,27,407.586,1b32
7.10,44,618.754,2il2
7.12,25,379.534,1b05
7.12,26,377.49,1b52
7.12,47,669.726,1nz7
7.12,55,809.76,1xd0
7.13,25,329.376,1o3d
7.13,18,260.248,2j7d
7.15,45,638.744,1fch
7.15,22,313.39,1pxn
7.15,15,479.802,1zog
7.15,20,283.254,2fqx
7.16,34,460.566,1f0u
7.17,32,424.528,1g36
7.17,25,336.406,1o2h
7.19,19,253.284,1gi4
7.19,21,322.178,1me7
7.19,21,322.178,1me8
7.19,10,150.182,2j7h
7.22,65,911.026,1gvx
7.22,8,117.148,1sw2
7.22,65,911.026,2er6
7.24,39,526.616,1g2l
7.24,30,407.462,1oyt
7.25,24,347.464,1jet
7.25,14,200.196,2ces
7.26,37,527.676,1mrx
7.26,20,307.098,2f8i
7.27,24,327.468,1fdq
7.28,30,423.556,1b40
7.28,41,573.768,1hii
7.28,23,344.256,1kel
7.30,21,345.21,1o3h
7.30,21,345.21,1o3i
7.30,10,143.184,1sw1
7.30,35,499.66,2i3i
7.32,26,379.496,1qf1
7.32,19,272.258,2j7e
7.33,30,454.934,2j2u
7.34,12,162.232,1uw6
7.34,38,524.686,2fgi
7.34,39,551.716,2gv6
7.35,53,738.924,1mhw
7.35,26,375.516,1qkb
7.36,16,243.31,1swg
7.37,25,363.464,1b51
7.37,22,332.406,1cnx
7.37,28,492.004,1fao
7.38,43,625.668,1bxq
7.38,35,491.576,1qf0
7.39,33,455.544,1b11
7.39,39,545.732,1d3p
7.40,28,492.004,1b55
7.40,10,150.13,1drj
7.40,36,508.62,1k1m
7.40,22,319.266,1oar
7.40,24,320.39,1owh
7.40,41,607.434,1r6n
7.40,32,469.616,1y3g
7.40,51,727.34,2bpy
7.40,34,471.554,2i3h
7.41,10,169.032,1ik4
7.42,49,668.654,1t32
7.43,28,404.518,1b5j
7.44,36,502.604,1ciz
7.44,37,490.616,1qb9
7.44,31,448.528,1sc8
7.44,11,180.252,2f7o
7.45,27,376.37,2ccb
7.46,20,264.312,1sqo
7.46,23,344.214,1yei
7.46,27,400.318,1yej
7.47,57,911.342,5tmp
7.48,51,702.84,1iiq
7.49,39,572.608,2hh5
7.52,9,133.174,1lah
7.52,39,531.678,1lf2
7.52,28,390.502,1lke
7.52,33,456.578,1mmq
7.52,16,225.266,2mas
7.54,32,436.546,2f1g
7.55,37,523.628,1k1j
7.55,32,427.5,1lpk
7.55,37,541.486,1tlp
7.55,17,249.262,1v0l
7.55,40,568.672,1vj9
7.57,23,341.29,1a0q
7.57,39,536.766,1m13
7.57,16,251.088,1q95
7.57,50,791.308,1qhc
7.57,45,613.786,2avs
7.60,54,758.914,1bwa
7.60,32,466.374,1lpz
7.62,28,440.186,1fzq
7.62,23,346.382,1yqy
7.62,59,834.078,2aoe
7.63,22,291.34,1c1r
7.64,25,334.394,1c1v
7.64,27,384.476,1uvt
7.64,27,391.438,966c
7.66,31,453.552,1f0r
7.66,35,518.6,1ppk
7.66,33,455.544,5fiv
7.67,45,619.792,2bpv
7.68,26,370.848,1o2q
7.68,27,395.904,1t4v
7.68,33,567.09,1w1g
7.70,60,847.054,1bai
7.70,68,956.096,1fzm
7.70,42,597.784,1gno
7.70,50,687.822,1izh
7.70,42,566.674,1mes
7.70,57,811.62,1oz0
7.70,16,242.668,1uou
7.70,33,478.554,1vja
7.70,55,886.32,4tmk
7.72,41,574.682,1ajv
7.72,36,502.604,1caq
7.72,26,389.46,1cnw
7.72,45,624.706,1j4r
7.72,10,147.174,1oif
7.74,29,427.516,1f0s
7.74,41,578.724,1heg
7.74,39,531.678,1lee
7.74,30,463.99,1nfu
7.74,34,455.578,1qbo
7.74,38,518.76,1qiw
7.74,34,478.568,1rd4
7.74,39,534.686,1sbg
7.74,22,308.372,1txr
7.74,27,427.4,1usn
7.74,12,159.192,2adu
7.76,19,257.274,2ccc
7.77,37,501.578,1xh9
7.80,25,400.12,1x8t
7.82,26,375.516,1b6h
7.82,16,224.164,1nf8
7.82,38,543.462,1njs
7.82,30,393.39,1nvs
7.82,33,447.59,2cf9
7.82,30,471.986,2j34
7.85,60,847.054,1a94
7.85,26,373.448,1b8y
7.85,33,479.578,1cny
7.85,34,493.614,1jwt
7.85,12,175.22,1laf
7.85,23,349.228,1lbf
7.85,49,696.958,2gv7
7.89,68,949.072,1fzo
7.89,26,362.826,1gj7
7.89,52,801.444,1h2t
7.91,40,538.622,1ajx
7.92,49,687.834,1b6j
7.94,27,377.438,2ewa
7.96,46,653.762,1epo
7.96,45,631.736,1g2k
7.96,44,591.712,1hvh
8.00,31,428.416,1a4k
8.00,24,360.25,1dqn
8.00,33,449.57,1fkg
8.00,20,301.186,1gaf
8.00,44,648.628,1gai
8.00,31,567.34,1qin
8.00,35,467.468,1r0p
8.00,26,421.306,1tkb
8.00,22,303.448,1vyg
8.00,12,180.156,8abp
8.00,12,180.156,9abp
8.01,18,242.24,2cc7
8.04,32,469.466,5tmn
8.05,41,573.768,1hih
8.05,20,281.444,1vyf
8.05,43,588.69,2bqv
8.08,41,578.724,1siv
8.08,33,455.544,6fiv
8.10,24,327.494,1erb
8.10,68,956.096,1fzj
8.10,19,254.276,1ghy
8.10,11,153.11,1l6m
8.10,58,794.974,1ody
8.10,35,467.536,1stc
8.10,32,452.006,2cf8
8.11,35,467.536,1nvr
8.13,21,289.364,2arm
8.14,47,662.744,1g35
8.14,35,457.566,1yqj
8.15,33,455.618,1fkh
8.15,50,688.704,1w5v
8.15,33,464.652,2d1n
8.15,50,704.964,2fxu
8.20,28,373.47,1owd
8.21,19,266.262,2ff1
8.22,20,267.284,1efy
8.22,31,439.39,1h1d
8.22,28,402.486,1h1s
8.22,31,465.952,2cji
8.24,13,222.268,1ydb
8.25,22,291.34,1c1u
8.25,20,290.342,1g4o
8.30,39,545.674,1b6l
8.30,20,300.32,1qbq
8.30,27,370.396,1rej
8.30,28,388.548,1tom
8.31,38,547.666,2hs2
8.33,30,406.51,1hwr
8.34,24,360.25,1bzy
8.35,33,474.436,1mj7
8.38,31,439.582,1k21
8.38,31,432.412,1mu6
8.39,50,686.814,1lzq
8.40,41,578.724,1aaq
8.40,43,597.762,1b6m
8.40,62,840.048,1fq5
8.40,31,430.526,1k22
8.40,43,597.762,1mtr
8.40,52,724.688,1w5x
8.40,40,538.59,1w7x
8.40,40,573.744,1z1h
8.40,51,720.884,1zpa
8.41,12,488.568,1e4h
8.41,22,326.326,1g48
8.41,23,344.318,1i9p
8.41,23,344.318,1i9q
8.41,37,520.642,1w96
8.42,62,824.922,1bwb
8.42,23,344.318,1i9o
8.48,21,308.334,1i9l
8.48,22,326.326,1i9m
8.48,52,724.688,1w5y
8.48,38,547.666,2hs1
8.49,23,307.304,2ihq
8.49,34,479.582,7upj
8.52,29,385.46,1fcy
8.52,49,677.828,1i5r
8.52,33,505.018,1nfx
8.52,27,437.29,1rp7
8.52,34,497.424,1ta2
8.52,40,581.058,1xkk
8.52,33,483.026,2boh
8.52,30,441.468,2fvd
8.55,55,769.83,1hos
8.55,42,610.692,1ppl
8.55,49,682.79,2byr
8.57,25,364.766,1bgq
8.57,20,296.358,1q1g
8.64,21,308.334,1g45
8.64,32,467.836,1mue
8.64,28,399.484,1r1j
8.64,49,668.654,1t31
8.66,22,326.326,1i9n
8.70,8,149.106,1bcd
8.70,25,380.302,1g4j
8.70,20,272.372,1jgl
8.70,53,776.556,1jyq
8.70,27,374.502,1lnm
